date,industry_code,pe_ttm,pb,dividend_yield
2022-01-17,801770,40.33,2.26,0.58
2022-01-17,801760,31.89,2.66,1.07
2022-01-17,801750,54.65,4.32,0.52
2022-01-17,801730,53.1,6.01,0.31
2022-01-17,801780,6.12,0.61,3.99
2022-01-18,801170,15.01,1.6,1.29
2022-01-18,801160,26.93,1.85,1.89
2022-01-18,801150,33.99,4.16,0.72
2022-01-18,801120,41.29,8.3,1.15
2022-01-18,801050,28.27,3.4,0.54
2022-01-18,801080,34.66,4.25,0.48
2022-01-18,801040,9.36,1.36,3.41
2022-01-18,801030,19.65,3.1,0.87
2022-01-18,801010,51.39,3.36,1.13
2022-01-18,801180,8.66,1.0,3.63
2022-01-18,801110,17.99,3.37,2.82
2022-01-18,801890,26.09,2.79,0.99
2022-01-18,801880,31.28,2.6,1.19
2022-01-18,801790,14.0,1.47,2.23
2022-01-18,801780,6.24,0.63,3.91
2022-01-18,801760,31.18,2.61,1.09
2022-01-18,801750,55.05,4.35,0.52
2022-01-18,801730,52.59,5.95,0.32
2022-01-18,801710,14.42,2.29,1.92
2022-01-18,801770,40.21,2.26,0.58
2022-01-19,801180,8.7,1.0,3.61
2022-01-19,801170,14.97,1.59,1.29
2022-01-19,801160,26.76,1.84,1.9
2022-01-19,801150,33.32,4.08,0.73
2022-01-19,801050,27.68,3.33,0.55
2022-01-19,801110,18.18,3.41,2.79
2022-01-19,801080,34.14,4.19,0.49
2022-01-19,801040,9.41,1.36,3.39
2022-01-19,801030,19.33,3.04,0.89
2022-01-19,801010,50.92,3.32,1.14
2022-01-19,801120,41.2,8.28,1.15
2022-01-19,801710,14.88,2.36,1.86
2022-01-19,801880,30.59,2.54,1.22
2022-01-19,801790,14.05,1.48,2.22
2022-01-19,801890,26.09,2.79,0.99
2022-01-19,801770,40.14,2.25,0.58
2022-01-19,801760,31.53,2.64,1.08
2022-01-19,801750,55.24,4.37,0.52
2022-01-19,801730,51.31,5.8,0.32
2022-01-19,801780,6.28,0.63,3.89
2022-01-20,801180,8.66,1.0,3.63
2022-01-20,801170,14.97,1.59,1.29
2022-01-20,801160,26.61,1.83,1.91
2022-01-20,801150,33.03,4.05,0.74
2022-01-20,801110,18.52,3.47,2.74
2022-01-20,801080,33.7,4.14,0.5
2022-01-20,801050,27.43,3.3,0.56
2022-01-20,801040,9.34,1.35,3.42
2022-01-20,801030,18.89,2.97,0.91
2022-01-20,801010,51.72,3.38,1.12
2022-01-20,801120,41.85,8.41,1.13
2022-01-20,801710,14.71,2.34,1.89
2022-01-20,801890,25.64,2.74,1.0
2022-01-20,801880,30.23,2.51,1.24
2022-01-20,801790,14.34,1.51,2.18
2022-01-20,801770,39.46,2.21,0.59
2022-01-20,801760,30.65,2.57,1.11
2022-01-20,801750,54.59,4.31,0.53
2022-01-20,801730,50.68,5.73,0.33
2022-01-20,801780,6.41,0.64,3.81
2022-01-21,801170,14.89,1.58,1.3
2022-01-21,801160,26.36,1.81,1.93
2022-01-21,801150,31.98,3.92,0.76
2022-01-21,801120,42.25,8.49,1.12
2022-01-21,801050,27.51,3.31,0.56
2022-01-21,801080,33.08,4.06,0.5
2022-01-21,801040,9.2,1.33,3.47
2022-01-21,801030,18.71,2.94,0.92
2022-01-21,801010,50.1,3.27,1.07
2022-01-21,801180,8.6,0.99,3.65
2022-01-21,801110,18.2,3.41,2.79
2022-01-21,801890,25.24,2.7,1.02
2022-01-21,801790,14.24,1.5,2.2
2022-01-21,801780,6.39,0.64,3.82
2022-01-21,801880,29.81,2.47,1.25
2022-01-21,801760,29.85,2.5,1.14
2022-01-21,801750,54.26,4.29,0.53
2022-01-21,801730,50.57,5.72,0.33
2022-01-21,801710,14.52,2.31,1.91
2022-01-21,801770,38.99,2.19,0.6
2022-01-24,801180,8.66,1.0,3.63
2022-01-24,801170,14.74,1.57,1.31
2022-01-24,801160,26.33,1.81,1.93
2022-01-24,801150,31.68,3.88,0.77
2022-01-24,801110,18.13,3.39,2.8
2022-01-24,801080,33.43,4.1,0.5
2022-01-24,801050,27.93,3.36,0.55
2022-01-24,801040,9.33,1.35,3.43
2022-01-24,801030,18.88,2.97,0.91
2022-01-24,801010,49.89,3.26,1.08
2022-01-24,801120,41.74,8.39,1.14
2022-01-24,801710,14.53,2.31,1.91
2022-01-24,801880,29.87,2.48,1.25
2022-01-24,801790,14.13,1.48,2.21
2022-01-24,801890,25.14,2.69,1.02
2022-01-24,801770,38.91,2.18,0.6
2022-01-24,801760,29.77,2.5,1.14
2022-01-24,801750,54.43,4.3,0.53
2022-01-24,801730,51.61,5.83,0.32
2022-01-24,801780,6.39,0.64,3.82
2022-01-25,801170,14.48,1.54,1.33
2022-01-25,801160,25.28,1.74,2.01
2022-01-25,801150,30.74,3.76,0.8
2022-01-25,801120,40.91,8.21,1.16
2022-01-25,801180,8.35,0.96,3.76
2022-01-25,801080,32.4,3.97,0.51
2022-01-25,801050,27.25,3.28,0.56
2022-01-25,801040,8.98,1.3,3.56
2022-01-25,801030,18.31,2.88,0.94
2022-01-25,801010,47.57,3.14,1.11
2022-01-25,801110,17.81,3.33,2.85
2022-01-25,801890,24.44,2.62,1.05
2022-01-25,801880,28.77,2.39,1.3
2022-01-25,801790,13.72,1.44,2.28
2022-01-25,801780,6.28,0.63,3.88
2022-01-25,801760,27.95,2.34,1.21
2022-01-25,801750,52.02,4.09,0.55
2022-01-25,801730,50.08,5.66,0.33
2022-01-25,801710,14.06,2.23,1.97
2022-01-25,801770,37.23,2.09,0.63
2022-01-26,801180,8.36,0.97,3.75
2022-01-26,801170,14.6,1.55,1.32
2022-01-26,801160,25.55,1.75,1.99
2022-01-26,801150,30.3,3.71,0.81
2022-01-26,801050,27.44,3.3,0.56
2022-01-26,801110,17.86,3.34,2.84
2022-01-26,801080,32.62,4.0,0.51
2022-01-26,801040,9.05,1.31,3.55
2022-01-26,801030,18.5,2.91,0.93
2022-01-26,801010,48.34,3.19,1.09
2022-01-26,801120,41.07,8.25,1.15
2022-01-26,801710,14.14,2.24,1.96
2022-01-26,801890,24.59,2.64,1.04
2022-01-26,801880,29.24,2.42,1.28
2022-01-26,801790,13.93,1.46,2.24
2022-01-26,801770,37.7,2.11,0.62
2022-01-26,801760,27.86,2.33,1.22
2022-01-26,801750,52.04,4.09,0.55
2022-01-26,801730,51.29,5.79,0.32
2022-01-26,801780,6.29,0.63,3.88
2022-01-27,801180,8.22,0.95,3.82
2022-01-27,801170,14.4,1.53,1.34
2022-01-27,801160,25.09,1.72,2.03
2022-01-27,801150,29.74,3.64,0.82
2022-01-27,801050,26.65,3.21,0.57
2022-01-27,801110,17.31,3.24,2.93
2022-01-27,801080,31.49,3.86,0.53
2022-01-27,801040,8.88,1.29,3.62
2022-01-27,801030,18.15,2.86,0.95
2022-01-27,801010,47.26,3.12,1.11
2022-01-27,801120,40.57,8.15,1.17
2022-01-27,801710,13.79,2.19,2.01
2022-01-27,801890,23.67,2.54,1.08
2022-01-27,801880,28.4,2.35,1.32
2022-01-27,801790,13.55,1.42,2.31
2022-01-27,801770,36.59,2.04,0.64
2022-01-27,801760,26.81,2.25,1.26
2022-01-27,801750,49.31,3.88,0.58
2022-01-27,801730,49.69,5.61,0.33
2022-01-27,801780,6.26,0.63,3.89
2022-01-28,801180,8.24,0.95,3.81
2022-01-28,801170,14.24,1.54,1.36
2022-01-28,801160,24.97,1.71,2.04
2022-01-28,801150,29.8,3.65,0.82
2022-01-28,801080,31.33,3.84,0.53
2022-01-28,801110,17.2,3.22,2.95
2022-01-28,801050,26.27,3.16,0.58
2022-01-28,801040,8.79,1.27,3.66
2022-01-28,801030,18.12,2.85,0.95
2022-01-28,801120,39.58,7.95,1.2
2022-01-28,801010,48.56,3.21,1.08
2022-01-28,801710,13.74,2.18,2.02
2022-01-28,801880,28.02,2.32,1.33
2022-01-28,801790,13.41,1.41,2.33
2022-01-28,801890,23.85,2.56,1.08
2022-01-28,801770,37.04,2.07,0.63
2022-01-28,801760,26.98,2.26,1.26
2022-01-28,801750,49.13,3.87,0.58
2022-01-28,801730,49.59,5.6,0.33
2022-01-28,801780,6.17,0.62,3.95
2022-02-07,801150,30.28,3.71,0.8
2022-02-07,801180,8.37,0.97,3.75
2022-02-07,801170,14.6,1.58,1.32
2022-02-07,801160,25.62,1.76,1.99
2022-02-07,801120,39.52,7.93,1.2
2022-02-07,801110,17.43,3.26,2.91
2022-02-07,801080,31.39,3.85,0.53
2022-02-07,801050,27.08,3.26,0.56
2022-02-07,801040,9.14,1.33,3.5
2022-02-07,801030,18.51,2.91,0.93
2022-02-07,801010,49.22,3.25,1.07
2022-02-07,801890,24.3,2.6,1.06
2022-02-07,801880,28.6,2.37,1.31
2022-02-07,801710,14.31,2.27,1.94
2022-02-07,801780,6.37,0.64,3.83
2022-02-07,801770,36.96,2.07,0.64
2022-02-07,801760,26.72,2.25,1.26
2022-02-07,801750,48.83,3.84,0.58
2022-02-07,801730,50.05,5.65,0.33
2022-02-07,801790,13.7,1.44,2.28
2022-02-08,801170,14.94,1.62,1.29
2022-02-08,801160,26.25,1.8,1.93
2022-02-08,801150,30.12,3.69,0.81
2022-02-08,801120,38.87,7.79,1.22
2022-02-08,801050,27.14,3.27,0.56
2022-02-08,801080,30.76,3.78,0.54
2022-02-08,801040,9.38,1.36,3.41
2022-02-08,801030,18.69,2.94,0.92
2022-02-08,801010,49.63,3.27,1.06
2022-02-08,801180,8.45,0.98,3.72
2022-02-08,801110,17.38,3.25,2.92
2022-02-08,801890,24.48,2.62,1.05
2022-02-08,801790,13.94,1.46,2.24
2022-02-08,801780,6.46,0.65,3.77
2022-02-08,801880,28.37,2.35,1.32
2022-02-08,801760,27.15,2.29,1.24
2022-02-08,801750,49.3,3.88,0.58
2022-02-08,801730,48.32,5.46,0.34
2022-02-08,801710,14.41,2.29,1.92
2022-02-08,801770,37.55,2.1,0.62
2022-02-09,801180,8.44,0.97,3.72
2022-02-09,801170,14.97,1.62,1.29
2022-02-09,801160,26.78,1.83,1.9
2022-02-09,801150,30.52,3.74,0.79
2022-02-09,801110,17.67,3.31,2.87
2022-02-09,801080,31.14,3.83,0.53
2022-02-09,801050,27.94,3.36,0.55
2022-02-09,801040,9.46,1.37,3.38
2022-02-09,801030,18.94,2.98,0.91
2022-02-09,801010,51.07,3.37,1.03
2022-02-09,801120,40.12,8.04,1.19
2022-02-09,801710,14.42,2.29,1.92
2022-02-09,801880,28.83,2.39,1.3
2022-02-09,801790,13.97,1.47,2.24
2022-02-09,801890,24.66,2.64,1.04
2022-02-09,801770,39.01,2.19,0.6
2022-02-09,801760,27.95,2.36,1.21
2022-02-09,801750,50.97,4.01,0.56
2022-02-09,801730,48.64,5.49,0.34
2022-02-09,801780,6.43,0.64,3.78
2022-02-10,801180,8.56,0.99,3.67
2022-02-10,801170,15.13,1.64,1.28
2022-02-10,801160,26.98,1.85,1.88
2022-02-10,801150,30.24,3.7,0.8
2022-02-10,801010,52.42,3.46,1.0
2022-02-10,801110,17.29,3.23,2.93
2022-02-10,801050,28.18,3.39,0.54
2022-02-10,801040,9.48,1.37,3.38
2022-02-10,801030,19.01,2.99,0.9
2022-02-10,801120,39.88,7.99,1.19
2022-02-10,801080,31.01,3.81,0.54
2022-02-10,801710,14.59,2.31,1.9
2022-02-10,801880,28.48,2.36,1.31
2022-02-10,801790,14.05,1.47,2.23
2022-02-10,801890,24.39,2.61,1.05
2022-02-10,801770,38.48,2.16,0.61
2022-02-10,801760,28.35,2.39,1.19
2022-02-10,801750,50.57,3.97,0.57
2022-02-10,801730,47.03,5.31,0.35
2022-02-10,801780,6.48,0.65,3.76
2022-02-11,801180,8.57,0.99,3.67
2022-02-11,801170,15.03,1.62,1.28
2022-02-11,801160,26.55,1.82,1.91
2022-02-11,801150,29.25,3.58,0.83
2022-02-11,801110,17.36,3.25,2.92
2022-02-11,801080,30.21,3.71,0.55
2022-02-11,801050,28.06,3.38,0.54
2022-02-11,801040,9.4,1.36,3.41
2022-02-11,801030,18.82,2.96,0.91
2022-02-11,801010,51.17,3.37,1.03
2022-02-11,801120,39.63,7.94,1.2
2022-02-11,801710,14.72,2.33,1.88
2022-02-11,801890,23.98,2.57,1.07
2022-02-11,801880,27.71,2.3,1.35
2022-02-11,801790,14.17,1.49,2.21
2022-02-11,801770,37.92,2.13,0.62
2022-02-11,801760,27.73,2.34,1.22
2022-02-11,801750,49.79,3.92,0.57
2022-02-11,801730,45.52,5.14,0.36
2022-02-11,801780,6.55,0.66,3.71
2022-02-14,801170,14.73,1.59,1.31
2022-02-14,801160,26.03,1.78,1.95
2022-02-14,801150,29.4,3.6,0.82
2022-02-14,801120,40.08,8.03,1.19
2022-02-14,801050,28.22,3.4,0.54
2022-02-14,801080,30.09,3.7,0.55
2022-02-14,801040,9.23,1.34,3.47
2022-02-14,801030,18.8,2.95,0.91
2022-02-14,801010,50.12,3.31,1.05
2022-02-14,801180,8.32,0.96,3.77
2022-02-14,801110,17.14,3.21,2.96
2022-02-14,801890,23.87,2.56,1.07
2022-02-14,801790,13.59,1.43,2.3
2022-02-14,801780,6.4,0.64,3.8
2022-02-14,801880,27.58,2.29,1.35
2022-02-14,801760,27.79,2.34,1.22
2022-02-14,801750,49.45,3.89,0.58
2022-02-14,801730,45.77,5.17,0.36
2022-02-14,801710,14.21,2.25,1.95
2022-02-14,801770,37.62,2.11,0.62
2022-02-15,801180,8.21,0.95,3.8
2022-02-15,801170,14.61,1.58,1.32
2022-02-15,801160,25.97,1.78,1.95
2022-02-15,801150,30.39,3.72,0.8
2022-02-15,801110,17.06,3.19,2.97
2022-02-15,801080,31.0,3.81,0.54
2022-02-15,801050,28.51,3.43,0.54
2022-02-15,801040,9.2,1.33,3.48
2022-02-15,801030,18.86,2.96,0.9
2022-02-15,801010,49.95,3.29,1.05
2022-02-15,801120,40.57,8.13,1.17
2022-02-15,801710,14.24,2.26,1.94
2022-02-15,801880,28.11,2.33,1.33
2022-02-15,801790,13.75,1.44,2.27
2022-02-15,801890,24.14,2.59,1.06
2022-02-15,801770,38.04,2.14,0.62
2022-02-15,801760,27.88,2.35,1.21
2022-02-15,801750,49.83,3.92,0.57
2022-02-15,801730,47.57,5.37,0.35
2022-02-15,801780,6.32,0.63,3.85
2022-02-16,801180,8.31,0.96,3.75
2022-02-16,801170,14.8,1.6,1.3
2022-02-16,801160,26.07,1.79,1.94
2022-02-16,801150,30.57,3.75,0.79
2022-02-16,801010,49.55,3.27,1.06
2022-02-16,801110,17.22,3.22,2.94
2022-02-16,801080,30.94,3.8,0.54
2022-02-16,801040,9.36,1.36,3.42
2022-02-16,801030,19.1,3.0,0.89
2022-02-16,801120,40.76,8.17,1.17
2022-02-16,801050,28.67,3.45,0.53
2022-02-16,801710,14.51,2.3,1.91
2022-02-16,801890,24.49,2.62,1.05
2022-02-16,801880,28.34,2.35,1.32
2022-02-16,801790,13.8,1.45,2.26
2022-02-16,801770,37.99,2.17,0.62
2022-02-16,801760,28.08,2.36,1.2
2022-02-16,801750,47.88,4.02,0.54
2022-02-16,801730,47.61,5.38,0.35
2022-02-16,801780,6.38,0.64,3.81
2022-02-17,801180,8.21,0.95,3.8
2022-02-17,801170,14.65,1.58,1.32
2022-02-17,801160,26.2,1.8,1.93
2022-02-17,801150,30.42,3.73,0.8
2022-02-17,801050,29.55,3.56,0.52
2022-02-17,801110,17.07,3.19,2.97
2022-02-17,801080,31.08,3.82,0.53
2022-02-17,801040,9.4,1.36,3.4
2022-02-17,801030,19.41,3.04,0.88
2022-02-17,801010,50.04,3.3,1.05
2022-02-17,801120,40.54,8.12,1.17
2022-02-17,801710,14.5,2.3,1.91
2022-02-17,801880,28.38,2.35,1.32
2022-02-17,801790,13.71,1.44,2.27
2022-02-17,801890,24.48,2.62,1.05
2022-02-17,801770,37.99,2.16,0.62
2022-02-17,801760,27.65,2.33,1.22
2022-02-17,801750,47.51,3.99,0.55
2022-02-17,801730,48.62,5.49,0.34
2022-02-17,801780,6.4,0.64,3.8
2022-02-18,801180,8.48,0.98,3.68
2022-02-18,801170,14.87,1.61,1.3
2022-02-18,801160,26.24,1.8,1.93
2022-02-18,801150,30.79,3.77,0.79
2022-02-18,801010,50.61,3.34,1.04
2022-02-18,801110,17.2,3.22,2.94
2022-02-18,801080,30.93,3.8,0.54
2022-02-18,801050,29.56,3.56,0.52
2022-02-18,801040,9.64,1.4,3.32
2022-02-18,801030,19.47,3.05,0.88
2022-02-18,801120,40.79,8.17,1.16
2022-02-18,801710,14.69,2.33,1.88
2022-02-18,801890,24.56,2.63,1.04
2022-02-18,801880,28.32,2.35,1.32
2022-02-18,801780,6.48,0.65,3.75
2022-02-18,801770,38.55,2.19,0.61
2022-02-18,801760,27.91,2.35,1.22
2022-02-18,801750,48.46,4.07,0.54
2022-02-18,801730,48.03,5.43,0.34
2022-02-18,801790,13.81,1.45,2.26
2022-02-21,801180,8.56,0.99,3.64
2022-02-21,801170,14.9,1.61,1.3
2022-02-21,801160,26.28,1.8,1.92
2022-02-21,801150,31.06,3.81,0.78
2022-02-21,801010,50.8,3.35,1.03
2022-02-21,801110,17.23,3.23,2.94
2022-02-21,801080,30.96,3.8,0.54
2022-02-21,801050,29.48,3.55,0.52
2022-02-21,801040,9.65,1.4,3.32
2022-02-21,801030,19.55,3.06,0.87
2022-02-21,801120,40.69,8.15,1.17
2022-02-21,801710,14.55,2.31,1.9
2022-02-21,801890,24.58,2.65,1.04
2022-02-21,801880,28.29,2.34,1.32
2022-02-21,801780,6.45,0.65,3.77
2022-02-21,801770,39.68,2.25,0.6
2022-02-21,801760,28.21,2.37,1.21
2022-02-21,801750,50.06,4.2,0.52
2022-02-21,801730,47.91,5.41,0.34
2022-02-21,801790,13.75,1.44,2.27
2022-02-22,801180,8.51,0.98,3.66
2022-02-22,801170,14.64,1.58,1.32
2022-02-22,801160,26.05,1.79,1.93
2022-02-22,801150,30.55,3.74,0.79
2022-02-22,801110,16.8,3.14,3.01
2022-02-22,801080,30.73,3.77,0.54
2022-02-22,801050,29.98,3.61,0.51
2022-02-22,801040,9.51,1.38,3.37
2022-02-22,801030,19.6,3.07,0.87
2022-02-22,801010,50.49,3.33,1.04
2022-02-22,801120,39.63,7.94,1.2
2022-02-22,801710,14.3,2.27,1.93
2022-02-22,801890,24.33,2.62,1.05
2022-02-22,801880,27.82,2.3,1.34
2022-02-22,801790,13.5,1.42,2.31
2022-02-22,801770,38.71,2.2,0.6
2022-02-22,801760,27.18,2.28,1.25
2022-02-22,801750,49.28,4.13,0.53
2022-02-22,801730,47.8,5.41,0.34
2022-02-22,801780,6.41,0.64,3.79
2022-02-23,801170,14.69,1.58,1.31
2022-02-23,801160,26.25,1.8,1.92
2022-02-23,801150,31.19,3.81,0.78
2022-02-23,801120,39.97,8.0,1.19
2022-02-23,801050,30.13,3.63,0.51
2022-02-23,801080,32.02,3.93,0.52
2022-02-23,801040,9.55,1.39,3.35
2022-02-23,801030,20.11,3.15,0.85
2022-02-23,801010,49.83,3.28,1.06
2022-02-23,801180,8.4,0.97,3.7
2022-02-23,801110,16.94,3.17,2.99
2022-02-23,801890,24.81,2.67,1.03
2022-02-23,801790,13.62,1.43,2.29
2022-02-23,801780,6.36,0.64,3.83
