date,industry_code,pe_ttm,pb,dividend_yield
2021-01-06,801030,32.33,2.68,1.01
2021-01-06,801010,17.8,3.96,1.1
2021-01-06,801110,29.24,4.3,1.85
2021-01-06,801180,8.38,1.11,3.58
2021-01-06,801880,32.17,2.38,1.07
2021-01-06,801790,18.68,1.99,1.61
2021-01-06,801780,7.19,0.7,3.97
2021-01-06,801770,37.31,2.32,0.48
2021-01-06,801760,36.07,2.49,0.77
2021-01-06,801890,30.88,2.73,0.71
2021-01-06,801730,51.54,4.63,0.35
2021-01-06,801710,15.19,2.25,1.93
2021-01-06,801750,70.77,4.23,0.33
2021-01-07,801160,18.24,1.38,1.88
2021-01-07,801150,46.51,4.87,0.51
2021-01-07,801120,58.99,11.86,0.72
2021-01-07,801050,54.22,3.04,0.42
2021-01-07,801080,52.0,4.45,0.4
2021-01-07,801040,15.12,1.02,2.03
2021-01-07,801030,32.81,2.73,1.0
2021-01-07,801010,18.05,4.01,1.09
2021-01-07,801170,24.83,1.51,1.51
2021-01-07,801110,29.83,4.38,1.82
2021-01-07,801180,8.28,1.1,3.62
2021-01-07,801880,32.66,2.42,1.05
2021-01-07,801790,18.85,2.01,1.6
2021-01-07,801780,7.27,0.71,3.92
2021-01-07,801770,36.19,2.25,0.49
2021-01-07,801760,35.16,2.43,0.79
2021-01-07,801890,31.45,2.78,0.7
2021-01-07,801730,53.09,4.78,0.34
2021-01-07,801710,15.12,2.23,1.94
2021-01-07,801750,68.56,4.09,0.34
2021-01-08,801150,46.56,4.87,0.51
2021-01-08,801120,57.33,11.53,0.74
2021-01-08,801110,29.74,4.37,1.83
2021-01-08,801040,15.15,1.03,2.03
2021-01-08,801050,54.13,3.04,0.42
2021-01-08,801030,32.74,2.72,1.0
2021-01-08,801010,17.68,3.93,1.11
2021-01-08,801160,18.32,1.38,1.88
2021-01-08,801080,52.37,4.49,0.4
2021-01-08,801170,24.99,1.52,1.5
2021-01-08,801180,8.38,1.11,3.58
2021-01-08,801880,33.13,2.45,1.04
2021-01-08,801790,18.74,2.0,1.61
2021-01-08,801780,7.31,0.72,3.9
2021-01-08,801770,37.07,2.3,0.48
2021-01-08,801760,36.38,2.51,0.77
2021-01-08,801750,69.77,4.17,0.34
2021-01-08,801890,31.13,2.75,0.7
2021-01-08,801730,52.26,4.7,0.35
2021-01-08,801710,15.13,2.24,1.94
2021-01-11,801160,18.02,1.36,1.92
2021-01-11,801150,45.77,4.79,0.52
2021-01-11,801120,56.04,11.27,0.76
2021-01-11,801050,52.02,2.92,0.44
2021-01-11,801080,52.8,4.52,0.4
2021-01-11,801040,14.79,1.0,2.08
2021-01-11,801030,32.22,2.68,1.02
2021-01-11,801010,16.89,3.75,1.16
2021-01-11,801170,24.46,1.5,1.52
2021-01-11,801110,29.05,4.27,1.87
2021-01-11,801180,8.34,1.11,3.59
2021-01-11,801880,33.74,2.5,1.02
2021-01-11,801790,18.31,1.95,1.65
2021-01-11,801780,7.39,0.72,3.86
2021-01-11,801770,37.21,2.31,0.48
2021-01-11,801760,36.46,2.52,0.77
2021-01-11,801890,30.89,2.73,0.71
2021-01-11,801730,50.08,4.51,0.36
2021-01-11,801710,15.1,2.23,1.95
2021-01-11,801750,69.6,4.15,0.34
2021-01-12,801160,18.03,1.36,1.91
2021-01-12,801150,46.39,4.86,0.51
2021-01-12,801120,57.6,11.58,0.74
2021-01-12,801050,53.26,2.99,0.43
2021-01-12,801080,54.02,4.63,0.38
2021-01-12,801040,14.97,1.01,2.05
2021-01-12,801030,32.76,2.72,1.0
2021-01-12,801010,17.07,3.79,1.15
2021-01-12,801170,24.61,1.51,1.51
2021-01-12,801110,30.04,4.41,1.81
2021-01-12,801180,8.35,1.11,3.59
2021-01-12,801880,33.8,2.5,1.02
2021-01-12,801790,19.37,2.06,1.55
2021-01-12,801780,7.5,0.74,3.8
2021-01-12,801760,36.38,2.51,0.77
2021-01-12,801770,37.53,2.34,0.47
2021-01-12,801730,51.54,4.64,0.35
2021-01-12,801890,32.05,2.84,0.68
2021-01-12,801710,15.45,2.28,1.9
2021-01-12,801750,70.59,4.21,0.33
2021-01-13,801160,18.15,1.37,1.9
2021-01-13,801150,45.68,4.78,0.52
2021-01-13,801120,57.13,11.49,0.74
2021-01-13,801010,16.74,3.72,1.17
2021-01-13,801080,54.63,4.68,0.37
2021-01-13,801050,52.17,2.93,0.44
2021-01-13,801040,14.99,1.02,2.05
2021-01-13,801030,32.61,2.71,1.01
2021-01-13,801170,24.91,1.52,1.5
2021-01-13,801110,30.05,4.42,1.81
2021-01-13,801180,8.38,1.11,3.58
2021-01-13,801710,15.46,2.29,1.9
2021-01-13,801890,31.96,2.83,0.68
2021-01-13,801880,33.88,2.51,1.02
2021-01-13,801790,19.05,2.03,1.58
2021-01-13,801770,37.84,2.36,0.47
2021-01-13,801780,7.49,0.73,3.81
2021-01-13,801750,69.57,4.15,0.34
2021-01-13,801730,50.46,4.54,0.36
2021-01-13,801760,36.11,2.49,0.77
2021-01-14,801160,18.13,1.37,1.9
2021-01-14,801150,45.27,4.74,0.52
2021-01-14,801120,55.53,11.16,0.76
2021-01-14,801170,24.61,1.51,1.51
2021-01-14,801080,54.3,4.65,0.38
2021-01-14,801050,50.93,2.86,0.45
2021-01-14,801040,15.23,1.03,2.02
2021-01-14,801030,32.17,2.67,1.02
2021-01-14,801010,16.26,3.61,1.21
2021-01-14,801110,29.23,4.3,1.86
2021-01-14,801180,8.45,1.12,3.55
2021-01-14,801890,31.42,2.78,0.69
2021-01-14,801880,33.03,2.44,1.04
2021-01-14,801790,18.6,1.98,1.62
2021-01-14,801780,7.52,0.74,3.79
2021-01-14,801770,38.23,2.38,0.46
2021-01-14,801760,35.99,2.48,0.78
2021-01-14,801730,48.98,4.41,0.37
2021-01-14,801710,15.33,2.27,1.92
2021-01-14,801750,70.28,4.19,0.34
2021-01-15,801160,18.22,1.38,1.89
2021-01-15,801150,45.34,4.75,0.52
2021-01-15,801120,54.31,10.92,0.78
2021-01-15,801050,51.73,2.9,0.44
2021-01-15,801080,53.52,4.58,0.38
2021-01-15,801040,14.92,1.01,2.06
2021-01-15,801030,32.47,2.7,1.01
2021-01-15,801010,16.21,3.6,1.21
2021-01-15,801170,24.56,1.5,1.51
2021-01-15,801110,29.23,4.3,1.86
2021-01-15,801180,8.48,1.13,3.53
2021-01-15,801880,33.13,2.45,1.04
2021-01-15,801790,18.75,2.0,1.61
2021-01-15,801780,7.73,0.76,3.69
2021-01-15,801770,37.77,2.35,0.47
2021-01-15,801760,36.21,2.5,0.77
2021-01-15,801890,31.48,2.79,0.69
2021-01-15,801730,49.41,4.45,0.37
2021-01-15,801710,15.29,2.26,1.92
2021-01-15,801750,69.94,4.16,0.34
2021-01-18,801150,45.52,4.77,0.52
2021-01-18,801120,53.94,10.84,0.78
2021-01-18,801110,29.5,4.34,1.84
2021-01-18,801040,14.87,1.01,2.07
2021-01-18,801050,52.71,2.96,0.43
2021-01-18,801030,33.57,2.78,0.98
2021-01-18,801010,16.49,3.66,1.19
2021-01-18,801160,18.27,1.38,1.88
2021-01-18,801080,55.2,4.73,0.37
2021-01-18,801170,24.74,1.51,1.5
2021-01-18,801180,8.65,1.15,3.47
2021-01-18,801890,31.99,2.83,0.68
2021-01-18,801880,33.11,2.45,1.04
2021-01-18,801790,18.88,2.01,1.6
2021-01-18,801780,7.9,0.77,3.61
2021-01-18,801770,38.51,2.4,0.46
2021-01-18,801760,36.93,2.55,0.75
2021-01-18,801750,71.74,4.27,0.33
2021-01-18,801730,50.19,4.52,0.36
2021-01-18,801710,15.4,2.28,1.9
2021-01-19,801160,18.36,1.39,1.87
2021-01-19,801150,44.81,4.69,0.53
2021-01-19,801120,52.9,10.64,0.8
2021-01-19,801050,51.22,2.87,0.45
2021-01-19,801080,53.96,4.62,0.37
2021-01-19,801040,14.82,1.0,2.07
2021-01-19,801030,33.36,2.77,0.98
2021-01-19,801010,16.28,3.62,1.21
2021-01-19,801170,24.72,1.51,1.5
2021-01-19,801110,28.64,4.21,1.89
2021-01-19,801890,31.18,2.76,0.7
2021-01-19,801880,32.65,2.41,1.05
2021-01-19,801790,18.88,2.01,1.6
2021-01-19,801780,7.9,0.77,3.61
2021-01-19,801180,8.81,1.17,3.4
2021-01-19,801760,36.9,2.55,0.75
2021-01-19,801770,38.16,2.37,0.46
2021-01-19,801730,49.25,4.43,0.37
2021-01-19,801710,15.31,2.26,1.92
2021-01-19,801750,71.93,4.28,0.33
2021-01-20,801160,18.17,1.37,1.89
2021-01-20,801150,45.98,4.82,0.51
2021-01-20,801120,53.44,10.74,0.79
2021-01-20,801170,24.7,1.51,1.5
2021-01-20,801080,54.35,4.66,0.37
2021-01-20,801050,52.44,2.94,0.44
2021-01-20,801040,15.37,1.04,2.0
2021-01-20,801030,33.88,2.81,0.96
2021-01-20,801010,16.36,3.63,1.18
2021-01-20,801110,28.61,4.2,1.89
2021-01-20,801180,8.67,1.15,3.46
2021-01-20,801890,31.47,2.79,0.69
2021-01-20,801880,33.45,2.47,1.03
2021-01-20,801790,18.72,2.0,1.61
2021-01-20,801780,7.82,0.77,3.65
2021-01-20,801770,38.08,2.37,0.46
2021-01-20,801760,36.96,2.54,0.75
2021-01-20,801730,51.3,4.61,0.36
2021-01-20,801710,15.27,2.26,1.92
2021-01-20,801750,72.22,4.3,0.33
2021-01-21,801150,46.78,4.9,0.5
2021-01-21,801120,54.68,10.99,0.77
2021-01-21,801110,29.27,4.3,1.85
2021-01-21,801040,15.41,1.04,1.99
2021-01-21,801050,54.22,3.04,0.42
2021-01-21,801030,34.61,2.87,0.95
2021-01-21,801010,16.52,3.67,1.17
2021-01-21,801160,18.2,1.37,1.89
2021-01-21,801080,55.16,4.73,0.37
2021-01-21,801170,25.04,1.53,1.48
2021-01-21,801180,8.59,1.14,3.49
2021-01-21,801890,32.08,2.84,0.68
2021-01-21,801880,34.28,2.51,1.02
2021-01-21,801790,18.83,2.01,1.6
2021-01-21,801780,7.86,0.77,3.63
2021-01-21,801760,37.32,2.57,0.74
2021-01-21,801750,73.52,4.38,0.32
2021-01-21,801770,37.98,2.36,0.46
2021-01-21,801730,52.78,4.74,0.35
2021-01-21,801710,15.33,2.27,1.92
2021-01-22,801160,17.99,1.36,1.91
2021-01-22,801150,48.39,5.07,0.48
2021-01-22,801120,54.64,10.98,0.77
2021-01-22,801170,25.92,1.53,1.4
2021-01-22,801080,54.92,4.73,0.37
2021-01-22,801050,54.22,3.04,0.42
2021-01-22,801040,15.2,1.03,2.02
2021-01-22,801030,34.87,2.89,0.94
2021-01-22,801010,16.28,3.62,1.19
2021-01-22,801110,29.18,4.29,1.86
2021-01-22,801180,8.38,1.11,3.58
2021-01-22,801890,31.97,2.84,0.68
2021-01-22,801880,34.48,2.53,1.01
2021-01-22,801790,18.48,1.97,1.63
2021-01-22,801780,7.72,0.76,3.7
2021-01-22,801760,37.1,2.55,0.75
2021-01-22,801770,37.06,2.31,0.47
2021-01-22,801730,54.44,4.9,0.33
2021-01-22,801710,15.41,2.28,1.91
2021-01-22,801750,72.41,4.31,0.33
2021-01-25,801120,57.43,11.55,0.74
2021-01-25,801150,48.29,5.06,0.48
2021-01-25,801110,29.37,4.32,1.85
2021-01-25,801160,17.96,1.36,1.91
2021-01-25,801050,54.87,3.08,0.41
2021-01-25,801040,15.09,1.02,2.04
2021-01-25,801030,34.96,2.9,0.94
2021-01-25,801010,16.43,3.65,1.18
2021-01-25,801080,54.3,4.68,0.37
2021-01-25,801170,25.85,1.52,1.41
2021-01-25,801180,8.3,1.1,3.61
2021-01-25,801880,34.71,2.55,1.01
2021-01-25,801790,18.5,1.97,1.63
2021-01-25,801780,7.74,0.76,3.69
2021-01-25,801770,36.48,2.27,0.48
2021-01-25,801760,36.64,2.52,0.76
2021-01-25,801750,71.47,4.25,0.33
2021-01-25,801890,32.12,2.85,0.68
2021-01-25,801730,53.97,4.85,0.34
2021-01-25,801710,15.23,2.25,1.92
2021-01-26,801160,17.88,1.35,1.92
2021-01-26,801150,46.85,4.91,0.5
2021-01-26,801120,56.15,11.29,0.75
2021-01-26,801050,54.28,3.04,0.42
2021-01-26,801080,53.09,4.57,0.38
2021-01-26,801040,15.14,1.03,2.03
2021-01-26,801030,34.35,2.85,0.95
2021-01-26,801010,16.67,3.7,1.16
2021-01-26,801170,25.9,1.52,1.4
2021-01-26,801110,28.44,4.18,1.9
2021-01-26,801180,8.31,1.1,3.61
2021-01-26,801880,34.02,2.49,1.03
2021-01-26,801790,17.92,1.91,1.68
2021-01-26,801780,7.7,0.75,3.7
2021-01-26,801770,36.04,2.24,0.49
2021-01-26,801760,36.04,2.48,0.77
2021-01-26,801890,31.43,2.79,0.69
2021-01-26,801730,53.17,4.76,0.34
2021-01-26,801710,15.08,2.23,1.94
2021-01-26,801750,70.12,4.17,0.34
2021-01-27,801160,17.99,1.36,1.91
2021-01-27,801150,46.62,4.89,0.5
2021-01-27,801120,54.68,10.99,0.77
2021-01-27,801050,53.49,3.0,0.42
2021-01-27,801080,53.65,4.57,0.38
2021-01-27,801040,15.16,1.03,2.03
2021-01-27,801030,34.51,2.86,0.95
2021-01-27,801010,16.9,3.75,1.14
2021-01-27,801170,26.12,1.53,1.39
2021-01-27,801110,28.54,4.19,1.9
2021-01-27,801180,8.25,1.1,3.63
2021-01-27,801880,34.37,2.52,1.02
2021-01-27,801790,17.95,1.91,1.68
2021-01-27,801780,7.81,0.77,3.65
2021-01-27,801770,36.17,2.25,0.48
2021-01-27,801760,37.18,2.55,0.74
2021-01-27,801890,31.72,2.81,0.68
2021-01-27,801730,54.82,4.9,0.33
2021-01-27,801710,15.13,2.24,1.93
2021-01-27,801750,70.37,4.19,0.34
2021-01-28,801160,18.0,1.36,1.91
2021-01-28,801150,45.28,4.75,0.52
2021-01-28,801120,53.79,10.81,0.79
2021-01-28,801050,51.91,2.91,0.43
2021-01-28,801080,51.33,4.38,0.4
2021-01-28,801040,14.89,1.01,2.06
2021-01-28,801030,33.41,2.77,0.98
2021-01-28,801170,25.58,1.5,1.42
2021-01-28,801110,27.61,4.06,1.96
2021-01-28,801180,8.11,1.08,3.7
2021-01-28,801010,16.51,3.67,1.17
2021-01-28,801890,30.77,2.73,0.71
2021-01-28,801880,33.4,2.44,1.05
2021-01-28,801790,17.72,1.89,1.7
2021-01-28,801770,35.32,2.2,0.5
2021-01-28,801760,36.97,2.54,0.75
2021-01-28,801780,7.73,0.76,3.69
2021-01-28,801730,52.18,4.67,0.35
2021-01-28,801710,14.81,2.19,1.97
2021-01-28,801750,68.57,4.08,0.35
2021-01-29,801170,25.58,1.5,1.43
2021-01-29,801160,17.82,1.35,1.93
2021-01-29,801150,44.84,4.7,0.52
2021-01-29,801180,7.97,1.06,3.76
2021-01-29,801110,27.51,4.04,1.97
2021-01-29,801080,50.79,4.33,0.4
2021-01-29,801050,50.82,2.84,0.44
2021-01-29,801040,14.58,0.99,2.11
2021-01-29,801030,33.26,2.76,0.99
2021-01-29,801120,54.5,10.96,0.78
2021-01-29,801010,16.2,3.6,1.19
2021-01-29,801890,30.62,2.71,0.71
2021-01-29,801880,33.37,2.44,1.05
2021-01-29,801790,17.43,1.86,1.73
2021-01-29,801780,7.75,0.76,3.68
2021-01-29,801770,34.68,2.16,0.51
2021-01-29,801750,68.01,4.05,0.35
2021-01-29,801730,50.7,4.53,0.36
2021-01-29,801710,14.8,2.19,1.98
2021-01-29,801760,36.41,2.5,0.76
2021-02-01,801150,45.65,4.79,0.51
2021-02-01,801120,54.5,10.96,0.78
2021-02-01,801110,27.79,4.08,1.95
2021-02-01,801040,14.63,0.99,2.1
2021-02-01,801050,51.5,2.88,0.44
2021-02-01,801030,34.48,2.86,0.95
2021-02-01,801010,16.83,3.71,1.16
2021-02-01,801160,17.78,1.34,1.92
2021-02-01,801080,51.25,4.37,0.4
2021-02-01,801170,25.42,1.49,1.43
2021-02-01,801180,8.02,1.06,3.74
2021-02-01,801890,31.0,2.75,0.7
2021-02-01,801880,33.32,2.44,1.05
2021-02-01,801790,17.41,1.85,1.73
2021-02-01,801780,7.93,0.78,3.6
2021-02-01,801760,36.72,2.52,0.75
2021-02-01,801750,68.9,4.09,0.34
2021-02-01,801770,34.83,2.17,0.5
2021-02-01,801730,50.2,4.49,0.36
2021-02-01,801710,15.0,2.22,1.95
2021-02-02,801160,17.75,1.34,1.92
2021-02-02,801150,46.28,4.85,0.5
2021-02-02,801120,56.27,11.31,0.75
2021-02-02,801170,25.25,1.48,1.44
2021-02-02,801080,51.72,4.41,0.39
2021-02-02,801050,52.67,2.95,0.43
2021-02-02,801040,14.8,1.0,2.08
2021-02-02,801030,35.1,2.91,0.93
2021-02-02,801010,16.89,3.72,1.16
2021-02-02,801110,28.42,4.18,1.91
2021-02-02,801180,8.06,1.07,3.72
2021-02-02,801890,31.43,2.79,0.69
2021-02-02,801880,35.07,2.57,1.0
2021-02-02,801790,17.37,1.85,1.73
2021-02-02,801780,7.81,0.77,3.64
2021-02-02,801760,36.59,2.51,0.76
2021-02-02,801770,34.91,2.18,0.5
2021-02-02,801730,51.53,4.61,0.35
2021-02-02,801710,15.22,2.25,1.92
2021-02-02,801750,69.77,4.14,0.34
2021-02-03,801160,17.51,1.32,1.95
2021-02-03,801150,46.41,4.87,0.5
2021-02-03,801120,56.49,11.36,0.75
2021-02-03,801010,17.36,3.82,1.13
2021-02-03,801080,49.92,4.26,0.4
2021-02-03,801170,24.85,1.46,1.46
2021-02-03,801040,15.02,1.02,2.05
2021-02-03,801030,34.96,2.9,0.94
2021-02-03,801110,28.11,4.13,1.93
2021-02-03,801180,7.97,1.06,3.76
2021-02-03,801050,52.44,2.94,0.43
2021-02-03,801890,31.12,2.77,0.7
2021-02-03,801880,34.68,2.54,1.01
2021-02-03,801790,17.11,1.82,1.76
2021-02-03,801770,34.11,2.12,0.51
2021-02-03,801760,36.23,2.49,0.76
2021-02-03,801780,7.95,0.78,3.58
2021-02-03,801730,51.63,4.62,0.35
2021-02-03,801710,15.07,2.23,1.94
2021-02-03,801750,67.73,4.02,0.35
2021-02-04,801160,17.23,1.3,1.98
2021-02-04,801150,45.76,4.8,0.51
2021-02-04,801120,57.82,11.62,0.74
2021-02-04,801170,24.56,1.44,1.48
2021-02-04,801080,49.6,4.23,0.41
2021-02-04,801050,50.18,2.81,0.44
2021-02-04,801040,14.8,1.0,2.08
2021-02-04,801030,34.81,2.89,0.94
2021-02-04,801010,17.12,3.77,1.14
2021-02-04,801110,27.89,4.1,1.94
2021-02-04,801180,7.88,1.05,3.81
2021-02-04,801890,30.5,2.72,0.71
2021-02-04,801880,34.38,2.52,1.02
2021-02-04,801790,15.88,1.78,1.76
2021-02-04,801780,7.98,0.78,3.57
2021-02-04,801770,33.48,2.08,0.52
2021-02-04,801760,35.86,2.49,0.77
2021-02-04,801730,51.64,4.62,0.35
2021-02-04,801710,14.95,2.21,1.95
2021-02-04,801750,66.1,3.93,0.36
2021-02-05,801150,46.62,4.89,0.5
2021-02-05,801120,58.09,11.68,0.73
2021-02-05,801110,28.13,4.13,1.93
2021-02-05,801040,14.64,0.99,2.12
2021-02-05,801050,48.13,2.69,0.47
2021-02-05,801030,33.37,2.77,0.98
2021-02-05,801010,17.07,3.76,1.15
2021-02-05,801160,17.06,1.29,2.0
2021-02-05,801080,48.2,4.11,0.42
2021-02-05,801170,24.73,1.45,1.47
2021-02-05,801180,8.03,1.07,3.73
2021-02-05,801890,29.93,2.67,0.72
2021-02-05,801880,33.28,2.44,1.05
2021-02-05,801790,15.89,1.78,1.75
2021-02-05,801780,8.22,0.81,3.45
2021-02-05,801760,35.51,2.46,0.77
2021-02-05,801750,64.6,3.84,0.37
2021-02-05,801770,33.05,2.06,0.52
2021-02-05,801730,50.93,4.56,0.36
2021-02-05,801710,14.86,2.2,1.96
2021-02-08,801160,17.11,1.29,1.99
2021-02-08,801150,47.47,4.98,0.49
2021-02-08,801120,58.78,11.82,0.73
2021-02-08,801170,24.88,1.46,1.46
2021-02-08,801080,48.56,4.14,0.42
2021-02-08,801050,50.0,2.81,0.44
2021-02-08,801040,14.6,0.99,2.13
2021-02-08,801030,34.65,2.87,0.95
2021-02-08,801010,17.66,3.89,1.11
2021-02-08,801110,28.15,4.14,1.93
2021-02-08,801180,8.05,1.07,3.72
2021-02-08,801890,30.89,2.75,0.7
2021-02-08,801880,33.71,2.47,1.04
2021-02-08,801790,15.82,1.77,1.76
2021-02-08,801780,8.25,0.81,3.44
2021-02-08,801760,36.35,2.48,0.76
2021-02-08,801770,33.06,2.06,0.52
2021-02-08,801730,51.9,4.65,0.35
2021-02-08,801710,15.31,2.26,1.9
2021-02-08,801750,65.46,3.9,0.36
2021-02-09,801160,17.3,1.31,1.97
2021-02-09,801150,48.55,5.08,0.48
2021-02-09,801120,60.37,12.14,0.7
2021-02-09,801010,17.92,3.95,1.09
2021-02-09,801080,49.99,4.26,0.41
2021-02-09,801170,25.14,1.48,1.44
2021-02-09,801040,14.8,1.0,2.1
2021-02-09,801030,35.95,2.98,0.91
2021-02-09,801110,28.87,4.24,1.88
2021-02-09,801180,8.04,1.07,3.73
2021-02-09,801050,52.33,2.95,0.42
2021-02-09,801890,31.8,2.84,0.68
2021-02-09,801880,34.4,2.52,1.02
2021-02-09,801790,16.07,1.8,1.73
2021-02-09,801780,8.24,0.81,3.45
2021-02-09,801770,33.72,2.11,0.5
2021-02-09,801760,36.9,2.51,0.75
2021-02-09,801730,53.63,4.81,0.34
2021-02-09,801710,15.63,2.31,1.87
2021-02-09,801750,66.9,3.99,0.35
2021-02-10,801160,17.41,1.31,1.96
2021-02-10,801150,49.8,5.21,0.47
2021-02-10,801120,62.96,12.66,0.68
2021-02-10,801050,53.34,3.02,0.41
2021-02-10,801080,51.2,4.37,0.4
2021-02-10,801040,14.88,1.01,2.09
2021-02-10,801030,36.58,3.03,0.9
2021-02-10,801010,18.28,4.03,1.07
2021-02-10,801170,25.62,1.51,1.42
2021-02-10,801110,29.72,4.37,1.82
2021-02-10,801180,8.03,1.07,3.73
2021-02-10,801890,32.4,2.87,0.67
2021-02-10,801880,34.93,2.56,1.0
2021-02-10,801790,16.17,1.81,1.72
2021-02-10,801780,8.19,0.8,3.47
2021-02-10,801760,37.07,2.53,0.75
2021-02-10,801770,34.02,2.13,0.5
2021-02-10,801730,54.66,4.9,0.33
2021-02-10,801710,15.71,2.32,1.86
2021-02-10,801750,68.25,4.06,0.35
2021-02-18,801160,17.7,1.34,1.93
2021-02-18,801150,48.36,5.06,0.49
2021-02-18,801120,60.6,12.18,0.71
2021-02-18,801010,18.14,4.0,1.08
2021-02-18,801080,51.04,4.36,0.4
2021-02-18,801050,56.83,3.22,0.39
2021-02-18,801040,15.58,1.06,1.99
2021-02-18,801030,37.36,3.1,0.88
2021-02-18,801170,26.17,1.54,1.39
2021-02-18,801110,28.53,4.2,1.9
2021-02-18,801180,8.3,1.1,3.61
2021-02-18,801890,32.61,2.88,0.67
2021-02-18,801880,35.0,2.57,1.0
2021-02-18,801790,16.47,1.84,1.69
2021-02-18,801770,34.92,2.19,0.49
2021-02-18,801780,8.33,0.82,3.41
2021-02-18,801750,69.45,4.13,0.34
2021-02-18,801730,54.1,4.85,0.34
2021-02-18,801710,15.83,2.34,1.85
2021-02-18,801760,37.77,2.58,0.73
2021-02-19,801160,18.07,1.36,1.9
2021-02-19,801150,48.55,5.08,0.48
2021-02-19,801120,61.18,12.3,0.7
2021-02-19,801010,19.07,4.22,1.02
2021-02-19,801080,51.57,4.4,0.39
2021-02-19,801050,57.76,3.27,0.38
2021-02-19,801040,15.67,1.06,1.98
2021-02-19,801030,37.06,3.07,0.88
2021-02-19,801170,26.61,1.57,1.36
2021-02-19,801110,28.56,4.2,1.9
2021-02-19,801180,8.42,1.12,3.56
2021-02-19,801710,16.09,2.38,1.82
2021-02-19,801890,32.58,2.88,0.67
2021-02-19,801880,35.04,2.57,1.0
2021-02-19,801790,16.82,1.88,1.66
2021-02-19,801770,35.83,2.25,0.48
2021-02-19,801780,8.29,0.81,3.42
2021-02-19,801750,70.1,4.18,0.34
2021-02-19,801730,53.0,4.75,0.34
2021-02-19,801760,38.5,2.63,0.72
2021-02-22,801160,18.17,1.37,1.88
2021-02-22,801150,47.06,4.93,0.49
2021-02-22,801120,57.0,11.46,0.75
2021-02-22,801170,26.42,1.55,1.37
2021-02-22,801080,50.67,4.33,0.4
2021-02-22,801050,60.56,3.43,0.37
2021-02-22,801040,16.63,1.13,1.87
2021-02-22,801030,37.38,3.1,0.88
2021-02-22,801010,19.13,4.23,1.01
2021-02-22,801110,26.89,3.96,2.01
2021-02-22,801180,8.46,1.12,3.54
2021-02-22,801880,33.86,2.48,1.03
2021-02-22,801790,16.48,1.84,1.69
2021-02-22,801780,8.15,0.8,3.48
2021-02-22,801770,35.75,2.26,0.48
2021-02-22,801760,37.8,2.58,0.74
2021-02-22,801890,32.31,2.85,0.68
2021-02-22,801730,51.38,4.61,0.35
2021-02-22,801710,15.88,2.35,1.84
2021-02-22,801750,69.19,4.12,0.34
2021-02-23,801150,47.0,4.91,0.49
2021-02-23,801120,56.94,11.45,0.75
2021-02-23,801110,26.85,3.95,2.01
2021-02-23,801040,16.46,1.11,1.89
2021-02-23,801050,59.56,3.38,0.37
2021-02-23,801030,36.83,3.05,0.89
2021-02-23,801010,18.51,4.09,1.05
2021-02-23,801160,18.2,1.37,1.88
2021-02-23,801080,50.46,4.31,0.4
2021-02-23,801170,26.47,1.56,1.37
2021-02-23,801180,8.41,1.12,3.56
2021-02-23,801890,32.29,2.85,0.68
2021-02-23,801880,33.19,2.43,1.05
2021-02-23,801790,16.55,1.85,1.68
