event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,+,True,0.0216,0.0251,0.5417,0.7083,3.4066,0.5,False,+,+,False,False,0.6,-0.1323,0.0,0.05,-0.1323,0.18317,0.0,True,True,True,True
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,+,False,0.0208,0.0242,0.5,0.75,-2.7311,0.4583,False,+,,False,False,0.6,-0.13798,0.0,0.05,-0.13798,0.1692,0.0,True,False,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,+,True,0.0133,0.0171,0.4167,0.7917,-2.512,0.375,False,+,+,False,False,0.6,-0.11806,0.00508,0.05,-0.11806,0.1468,0.0,True,True,False,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0159,0.0212,0.5417,0.9167,-1.5794,0.5,False,+,+,False,False,0.6,-0.22317,0.00316,0.05,-0.22317,0.28149,0.0,True,False,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,+,False,0.0177,0.0225,0.3333,0.875,-7.7461,0.2917,False,+,+,False,False,0.6,-0.19671,0.00798,0.05,-0.19671,0.24722,0.0,True,False,False,False
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0081,0.0114,0.625,1.0,-0.4247,0.5833,False,+,+,False,False,0.6,-0.14431,0.01084,0.05,-0.14431,0.16626,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,+,False,0.009,0.0116,0.5417,1.0,-0.8882,0.5,False,+,+,False,False,0.6,-0.22391,0.00304,0.05,-0.22391,0.2646,0.0,False,False,False,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,-,True,0.0091,0.0109,0.5417,1.0,-2.1947,0.5,False,+,+,False,False,0.6,-0.20523,0.01242,0.05,-0.20523,0.20718,0.0,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,-,True,0.0077,0.0106,0.625,1.0,-1.2234,0.5417,False,+,+,False,False,0.6,-0.13671,0.00665,0.05,-0.13671,0.15551,0.0,True,True,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,-,True,0.0109,0.0138,0.5,1.0,-1.3795,0.4583,False,+,+,False,False,0.6,-0.23821,0.01783,0.05,-0.23821,0.24344,0.0,True,False,False,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,-,True,0.0086,0.0105,0.625,1.0,-0.4047,0.4583,False,+,+,False,False,0.6,-0.19046,0.01494,0.05,-0.19046,0.22754,0.0,True,False,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,-,True,0.0092,0.0129,0.6667,0.9583,-1.2467,0.625,False,+,+,False,False,0.6,-0.12093,0.01561,0.05,-0.12093,0.15667,0.0,True,True,True,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,-,True,0.0103,0.013,0.4583,1.0,-2.5703,0.4583,False,+,+,False,False,0.6,-0.23488,0.02541,0.05,-0.23488,0.23429,0.0,True,False,True,True
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801180,-0.017715,-,-,True,0.0078,0.0092,0.625,1.0,1.3839,0.5417,False,-,+,True,False,0.6,-0.22289,0.00613,0.05,-0.22289,0.1852,0.0,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,-,False,0.0092,0.0129,0.5833,1.0,-4.232,0.5,False,+,+,False,False,0.6,-0.19152,0.022,0.05,-0.19152,0.21447,0.0,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,+,False,0.0115,0.0137,0.4167,1.0,-5.4861,0.375,False,+,+,False,False,0.6,-0.16281,0.0006,0.05,-0.16281,0.18661,0.0,False,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,+,False,0.0093,0.012,0.625,1.0,-1.9565,0.5,False,+,+,False,False,0.6,-0.16877,0.01028,0.05,-0.16877,0.20733,0.0,True,False,False,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.0167,0.0207,0.4583,1.0,-6.34,0.375,False,+,+,False,False,0.6,-0.21742,0.00494,0.05,-0.21742,0.29148,0.0,False,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801790,-0.006679,-,-,True,0.025,0.0339,0.4583,0.875,-3.8724,0.4583,False,+,+,False,False,0.6,-0.27338,0.02481,0.05,-0.27338,0.27955,0.0,True,True,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801780,-0.032675,-,+,False,0.0153,0.0253,0.375,0.9167,-9.0796,0.3333,False,-,+,True,False,0.6,-0.20002,0.0,0.05,-0.20002,0.17777,0.0,True,False,False,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801750,-0.0005,-,+,False,0.018,0.0235,0.4167,1.0,-4.9014,0.4167,False,+,,False,False,0.6,-0.36488,5e-05,0.05,-0.36488,0.38125,0.0,False,True,True,True
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801080,-0.036086,-,+,False,0.014,0.0169,0.4167,1.0,-1.0211,0.4167,False,-,+,True,False,0.6,-0.34277,0.0,0.05,-0.34277,0.35962,0.0,False,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801750,-0.026273,-,+,False,0.014,0.0187,0.6667,1.0,2.2325,0.6667,False,+,+,False,False,0.6,-0.32197,0.00826,0.05,-0.32197,0.34383,0.0,True,True,False,True
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801770,-0.023326,-,+,False,0.0098,0.0127,0.5833,1.0,-0.2839,0.5,False,+,+,False,False,0.6,-0.44528,0.00317,0.05,-0.44528,0.4449,0.0,True,False,False,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801080,0.001334,+,+,True,0.0149,0.0183,0.4167,1.0,-0.6958,0.4167,False,+,-,True,False,0.6,-0.33013,0.0,0.05,-0.33013,0.42034,0.0,True,False,False,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801880,-0.002362,-,-,True,0.013,0.016,0.6667,1.0,3.2931,0.6667,False,+,+,False,False,0.6,-0.17369,0.00487,0.05,-0.17369,0.22935,0.0,False,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801110,-0.023078,-,+,False,0.0111,0.0133,0.5,1.0,0.7996,0.5,False,+,-,True,False,0.6,-0.26105,0.0015,0.05,-0.26105,0.34543,0.0,True,False,False,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801890,0.009132,+,+,True,0.0134,0.0155,0.4583,1.0,-3.0574,0.4583,False,+,+,False,False,0.6,-0.1905,0.00088,0.05,-0.1905,0.21972,0.0,True,True,True,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801750,-0.005062,-,+,False,0.0143,0.0171,0.4167,1.0,0.3769,0.4167,False,+,+,False,False,0.6,-0.33714,0.00388,0.05,-0.33714,0.41248,0.0,False,True,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801770,-0.010742,-,-,True,0.0141,0.0167,0.4583,1.0,2.9632,0.4583,False,+,-,True,False,0.6,-0.39282,0.02206,0.05,-0.39282,0.40451,0.0,False,True,True,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,+,True,0.0184,0.0235,0.5,0.9583,-0.8081,0.4583,False,+,+,False,False,0.6,-0.23737,0.0,0.05,-0.23737,0.29738,0.0,False,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,+,False,0.0101,0.0128,0.375,1.0,-3.6698,0.375,False,+,+,False,False,0.6,-0.16479,0.0,0.05,-0.16479,0.2329,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,+,False,0.0117,0.0169,0.4167,1.0,-7.1071,0.4167,False,+,+,False,False,0.6,-0.28016,0.0,0.05,-0.28016,0.33837,0.0,False,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,+,False,0.0143,0.0181,0.4167,1.0,-7.0829,0.3333,False,+,+,False,False,0.6,-0.3178,0.0,0.05,-0.3178,0.43544,0.0,False,False,False,True
2020-11-05,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗,801150,-0.04837,-,+,False,0.011,0.0134,0.5833,1.0,2.5478,0.5833,False,+,+,False,False,0.6,-0.27687,0.0,0.05,-0.27687,0.37485,0.0,True,True,False,True
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801760,-0.026394,-,+,False,0.0124,0.0149,0.4167,1.0,-4.4097,0.3333,False,+,+,False,False,0.6,-0.28534,0.01255,0.05,-0.28534,0.32657,0.0,False,False,False,True
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801750,-0.033221,-,+,False,0.0112,0.0145,0.4583,1.0,-7.5743,0.4167,False,+,+,False,False,0.6,-0.2966,0.0,0.05,-0.2966,0.35913,0.0,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801080,0.004487,+,-,False,0.0157,0.019,0.4167,1.0,-3.0982,0.4167,False,+,+,False,False,0.6,-0.26529,0.01414,0.05,-0.26529,0.29281,0.0,True,True,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801880,0.010864,+,+,True,0.0154,0.0187,0.5833,1.0,0.068,0.5,False,+,+,False,False,0.6,-0.26726,0.0,0.05,-0.26726,0.37364,0.0,True,True,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801110,0.005345,+,-,False,0.0136,0.0173,0.375,1.0,-4.4677,0.375,False,-,+,True,False,0.6,-0.27324,0.01911,0.05,-0.27324,0.29081,0.0,True,True,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801890,0.002826,+,+,True,0.0125,0.0149,0.5417,1.0,-1.5485,0.5417,False,+,-,True,False,0.6,-0.22251,0.0,0.05,-0.22251,0.29022,0.0,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801750,-0.056282,-,+,False,0.0152,0.0186,0.4167,1.0,-5.7875,0.375,False,+,+,False,False,0.6,-0.2643,0.00075,0.05,-0.2643,0.32255,0.0,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801770,-0.051321,-,+,False,0.0141,0.0188,0.375,0.9583,-4.5641,0.3333,False,+,+,False,False,0.6,-0.27953,0.0,0.05,-0.27953,0.39382,0.0,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801790,-0.040732,-,+,False,0.013,0.0182,0.5417,0.9583,0.8921,0.4583,False,+,-,True,False,0.6,-0.24039,0.0,0.05,-0.24039,0.27809,0.0,True,True,True,True
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801780,-0.054139,-,-,True,0.0134,0.016,0.5,1.0,-2.3483,0.4583,False,+,-,True,False,0.6,-0.18314,0.01798,0.05,-0.18314,0.20298,0.0,False,True,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801750,-0.059735,-,-,True,0.0154,0.0178,0.4583,1.0,0.7518,0.4583,False,+,+,False,False,0.6,-0.2939,0.01171,0.05,-0.2939,0.2928,0.0,False,False,True,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801760,0.026054,+,-,False,0.0119,0.0138,0.5,1.0,0.6073,0.5,False,+,+,False,False,0.6,-0.19683,0.01265,0.05,-0.19683,0.22733,0.0,False,False,False,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801750,0.048968,+,-,False,0.0135,0.0158,0.5417,1.0,0.5641,0.5417,False,+,+,False,False,0.6,-0.2863,0.02045,0.05,-0.2863,0.30119,0.0,False,False,False,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801760,0.001891,+,-,False,0.0087,0.0108,0.5417,1.0,-0.4861,0.5417,False,+,-,True,False,0.6,-0.23232,0.02948,0.05,-0.23232,0.22917,0.0,True,True,False,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801750,0.025236,+,-,False,0.0097,0.0126,0.5417,1.0,-0.9094,0.5417,False,+,-,True,False,0.6,-0.24457,0.02723,0.05,-0.24457,0.24591,0.0,True,True,False,False
2021-06-23,第五批国家组织药品集中带量采购在上海开标（251个品种、148家企业中,801150,-0.00406,-,+,False,0.0157,0.02,0.5,1.0,0.8179,0.5,False,+,-,True,False,0.65,-0.27503,0.00608,0.05,-0.27503,0.31852,0.0,False,True,True,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801780,-0.014248,-,+,False,0.0117,0.0148,0.5833,1.0,2.2511,0.5417,False,+,+,False,False,0.6,-0.25813,0.00215,0.05,-0.25813,0.29895,0.0,True,False,False,True
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801790,0.004619,+,-,False,0.0132,0.0172,0.625,1.0,0.8287,0.5833,False,+,+,False,False,0.6,-0.24585,0.03608,0.05,-0.24585,0.23629,0.0,True,False,False,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801180,-0.019353,-,-,True,0.011,0.016,0.5417,1.0,1.9655,0.5417,False,+,+,False,False,0.6,-0.2269,0.0141,0.05,-0.2269,0.22549,0.0,True,True,True,True
2021-07-26,教育双减政策：学科类培训机构不得上市融资,801760,-0.01686,-,-,True,0.0133,0.0166,0.5417,0.5833,0.3214,0.5417,False,-,-,False,False,0.6,-0.07461,0.00483,0.05,-0.07461,0.05916,0.0,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801790,0.018625,+,+,True,0.0113,0.0137,0.4167,1.0,-2.8449,0.4167,False,+,-,True,False,0.6,-0.203,0.0,0.05,-0.203,0.21041,0.0,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801780,0.0032,+,+,True,0.0126,0.0159,0.375,1.0,-2.7439,0.2917,False,+,-,True,False,0.6,-0.1662,0.00542,0.05,-0.1662,0.1826,0.0,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801750,0.002422,+,+,True,0.0099,0.0125,0.4583,0.9583,-1.8865,0.4167,False,-,-,False,False,0.6,-0.13566,0.00308,0.05,-0.13566,0.12169,0.0,True,False,True,True
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801760,0.019664,+,+,True,0.011,0.0143,0.5833,0.9167,-2.4748,0.5417,False,+,-,True,False,0.6,-0.13752,0.0,0.05,-0.13752,0.15042,0.0,True,True,True,False
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801750,0.017407,+,-,False,0.0085,0.0103,0.5833,0.9167,1.9662,0.5417,False,-,-,False,False,0.6,-0.11754,0.01276,0.05,-0.11754,0.09178,0.0,False,False,False,False
2021-11-26,国家组织胰岛素专项集中带量采购产生拟中选结果（42个产品、11家企业中,801150,-0.01842,-,+,False,0.01,0.012,0.4583,1.0,-3.7985,0.4583,False,+,-,True,False,0.6,-0.12075,0.0,0.05,-0.12075,0.15667,0.0,False,True,False,True
2021-12-03,2021年国家医保药品目录谈判调整结果公布（新增74种药品，谈判新增药,801150,-0.025461,-,+,False,0.01,0.0131,0.5833,1.0,-0.3401,0.5833,False,+,+,False,False,0.6,-0.14907,0.0,0.05,-0.14907,0.17198,0.0,True,False,True,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801780,-0.022146,-,-,True,0.0074,0.0091,0.5,1.0,-1.4117,0.5,False,-,-,False,False,0.6,-0.20515,0.02415,0.05,-0.20515,0.18363,0.0,False,False,False,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801790,0.004962,+,-,False,0.0106,0.0133,0.5417,1.0,-0.4823,0.4583,False,-,-,False,False,0.6,-0.2815,0.04423,0.05,-0.2815,0.24047,0.0,False,False,False,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801180,-0.022505,-,-,True,0.0118,0.0159,0.4167,0.9583,-6.0127,0.4167,False,-,-,False,False,0.6,-0.18976,0.02404,0.05,-0.18976,0.1691,0.0,False,False,False,False
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801780,-0.006363,-,-,True,0.0085,0.0112,0.5417,1.0,-3.7575,0.4167,False,-,+,True,False,0.6,-0.16124,0.02733,0.05,-0.16124,0.13336,0.0,True,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801790,-0.007883,-,-,True,0.008,0.0099,0.5417,0.9583,-0.8691,0.4583,False,-,+,True,False,0.6,-0.11195,0.01354,0.05,-0.11195,0.09977,0.0,False,True,True,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801780,0.029316,+,-,False,0.0117,0.0144,0.5417,0.7917,-1.2288,0.5,False,-,+,True,False,0.6,-0.09068,0.01525,0.05,-0.09068,0.08697,0.0,True,False,False,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801790,0.006263,+,-,False,0.0125,0.0165,0.5,0.9167,-1.8756,0.4583,False,+,+,False,False,0.6,-0.13502,0.00801,0.05,-0.13502,0.13674,0.0,False,False,False,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801180,0.018132,+,-,False,0.0133,0.0171,0.5417,1.0,-2.4163,0.5,False,-,+,True,False,0.6,-0.24523,0.02364,0.05,-0.24523,0.22474,0.0,False,False,False,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801780,0.029385,+,+,True,0.0109,0.0134,0.375,0.7917,-3.7038,0.3333,False,-,+,True,False,0.6,-0.08739,0.0015,0.05,-0.08739,0.07581,0.0,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801790,0.003165,+,+,True,0.0126,0.0164,0.4583,0.7917,-5.0976,0.4583,False,-,+,True,False,0.6,-0.11051,0.00053,0.05,-0.11051,0.10708,0.0,False,True,False,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801180,-0.020592,-,-,True,0.012,0.0159,0.5833,0.9583,-1.6359,0.5833,False,-,+,True,False,0.6,-0.20177,0.01334,0.05,-0.20177,0.1483,0.0,True,True,True,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801710,-0.040695,-,-,True,0.0139,0.0186,0.4583,0.7917,-0.1046,0.4583,False,-,+,True,False,0.6,-0.11566,0.01288,0.05,-0.11566,0.09299,0.0,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801780,0.024658,+,-,False,0.0088,0.0117,0.6667,0.8333,1.371,0.5417,False,-,+,True,False,0.6,-0.07936,0.01504,0.05,-0.07936,0.06937,0.0,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801790,-0.001646,-,-,True,0.0119,0.0157,0.6667,0.7917,3.2234,0.625,False,-,+,True,False,0.6,-0.10565,0.00309,0.05,-0.10565,0.10424,0.0,True,True,True,True
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801180,0.004332,+,-,False,0.0114,0.0148,0.5,0.9583,-1.9112,0.5,False,+,+,False,False,0.6,-0.16183,0.00455,0.05,-0.16183,0.18498,0.0,False,True,True,False
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801780,0.025073,+,-,False,0.0114,0.0155,0.625,0.9583,2.9551,0.625,False,-,+,True,False,0.6,-0.19121,0.01719,0.05,-0.19121,0.17319,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801790,0.004824,+,-,False,0.015,0.0186,0.5417,0.9583,4.2848,0.5417,False,-,+,True,False,0.6,-0.20222,0.02701,0.05,-0.20222,0.15937,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801180,-0.011641,-,-,True,0.0248,0.0299,0.4583,1.0,-1.1476,0.4583,False,-,+,True,False,0.6,-0.36639,0.04468,0.05,-0.36639,0.34399,0.0,False,False,True,True
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801780,-0.032975,-,-,True,0.009,0.0125,0.5417,0.9583,0.9072,0.5417,False,-,+,True,False,0.6,-0.22287,0.02333,0.05,-0.22287,0.19854,0.0,True,True,True,True
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801790,-0.045323,-,-,True,0.0131,0.0169,0.5417,0.9583,1.2734,0.4583,False,-,+,True,False,0.6,-0.24923,0.02518,0.05,-0.24923,0.22119,0.0,True,True,True,True
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801180,-0.038942,-,-,True,0.0189,0.0236,0.4583,1.0,-0.3679,0.4583,False,-,+,True,False,0.6,-0.47732,0.0119,0.05,-0.47732,0.43728,0.0,True,True,True,False
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801180,-0.046473,-,-,True,0.0123,0.015,0.5,1.0,-0.7203,0.4583,False,-,+,True,False,0.6,-0.47217,0.01655,0.05,-0.47217,0.41392,0.0,True,True,True,True
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801710,-0.003947,-,-,True,0.0125,0.016,0.5417,1.0,-2.3486,0.5417,False,-,+,True,False,0.6,-0.31773,0.01592,0.05,-0.31773,0.28449,0.0,False,True,False,False
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801780,-0.008638,-,-,True,0.0089,0.0105,0.4583,1.0,-0.2673,0.4167,False,-,+,True,False,0.6,-0.15658,0.0236,0.05,-0.15658,0.12422,0.0,True,True,True,True
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801790,-0.006747,-,+,False,0.0114,0.0149,0.4167,0.9583,-0.395,0.2917,False,+,+,False,False,0.6,-0.21841,0.01032,0.05,-0.21841,0.25175,0.0,False,True,False,True
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801180,0.039362,+,-,False,0.0154,0.0189,0.5,1.0,-2.5883,0.4583,False,-,+,True,False,0.6,-0.4671,0.05365,0.05,-0.4671,0.38658,0.0,True,False,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801780,0.005133,+,-,False,0.0079,0.0096,0.5,1.0,0.3538,0.5,False,-,+,True,False,0.6,-0.14422,0.00354,0.05,-0.14422,0.12079,0.0,True,True,False,True
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801790,0.017386,+,+,True,0.0093,0.0117,0.625,1.0,2.8511,0.5417,False,+,+,False,False,0.6,-0.18663,0.0,0.05,-0.18663,0.25244,0.0,False,False,True,True
