event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,event_VaR_T1,expected_MDD_T1,tail_prob_T1,risk_lo_T1,risk_hi_T1,event_VaR_T5,expected_MDD_T5,tail_prob_T5,risk_lo_T5,risk_hi_T5,event_VaR_T20,expected_MDD_T20,tail_prob_T20,risk_lo_T20,risk_hi_T20,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0106,0.0141,0.625,0.9583,-0.8101,0.5833,False,+,+,False,,,,,,-0.10657,0.05176,0.05,-0.11802,0.04232,0.0,-0.0307,0.01023,0.111,-0.03536,0.01842,-0.10657,0.05176,0.05,-0.11802,0.04232,-0.30507,0.20212,0.05,-0.32572,-0.05213,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,-,True,0.0101,0.0136,0.5,1.0,-1.5663,0.4583,False,+,+,False,,,,,,-0.10698,0.05039,0.05,-0.12254,0.06835,0.0,-0.04379,0.01478,0.05,-0.05036,0.02552,-0.10698,0.05039,0.05,-0.12254,0.06835,-0.29097,0.17457,0.05,-0.315,0.03107,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,-,True,0.0097,0.0112,0.5,1.0,-2.889,0.4167,False,-,,False,,,,,,-0.0756,0.03462,0.05,-0.08753,0.0764,0.0,-0.03897,0.01179,0.05,-0.04538,0.02866,-0.0756,0.03462,0.05,-0.08753,0.0764,-0.16354,0.1009,0.05,-0.1872,0.14037,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,-,True,0.0149,0.017,0.5417,1.0,-4.5696,0.5417,False,+,+,False,,,,,,-0.13143,0.07405,0.05,-0.14222,0.00326,0.0,-0.03756,0.01509,0.205,-0.0424,0.0135,-0.13143,0.07405,0.05,-0.14222,0.00326,-0.40449,0.29549,0.05,-0.42392,-0.15975,True,True,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,+,False,0.0122,0.0156,0.375,1.0,-4.4067,0.3333,False,+,+,False,,,,,,-0.07491,0.03574,0.05,-0.09079,0.09958,0.0,-0.042,0.01035,0.052,-0.05029,0.04538,-0.07491,0.03574,0.05,-0.09079,0.09958,-0.29265,0.17863,0.05,-0.32054,0.05489,True,False,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,-,True,0.0092,0.0109,0.5833,1.0,-2.3731,0.4583,False,+,+,False,,,,,,-0.08283,0.03799,0.05,-0.09483,0.07459,0.0,-0.04246,0.01408,0.0585,-0.04893,0.02577,-0.08283,0.03799,0.05,-0.09483,0.07459,-0.22603,0.13242,0.05,-0.25052,0.09447,True,False,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,-,True,0.0086,0.0119,0.625,0.9583,-3.6497,0.5417,False,+,,False,,,,,,-0.05781,0.02678,0.05,-0.06745,0.05934,0.0,-0.02657,0.00751,0.05,-0.0312,0.02232,-0.05781,0.02678,0.05,-0.06745,0.05934,-0.1519,0.09053,0.05,-0.16887,0.06711,True,True,True,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,-,True,0.0118,0.0158,0.5833,1.0,1.2391,0.5833,False,+,+,False,,,,,,-0.12113,0.05713,0.05,-0.13745,0.07104,0.0,-0.0571,0.01704,0.081,-0.0666,0.04314,-0.12113,0.05713,0.05,-0.13745,0.07104,-0.3973,0.2533,0.05,-0.42682,-0.03852,True,False,True,True
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801180,-0.017715,-,-,True,0.0103,0.0137,0.5833,1.0,1.8978,0.5,False,+,+,False,,,,,,-0.14438,0.07719,0.05,-0.15866,0.02165,0.0,-0.05352,0.01925,0.122,-0.06112,0.02672,-0.14438,0.07719,0.05,-0.15866,0.02165,-0.38076,0.24455,0.05,-0.40571,-0.05522,True,True,True,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,+,True,0.0083,0.0117,0.5417,0.875,-5.8656,0.375,False,+,,False,,,,,,-0.04719,0.02179,0.05,-0.05766,0.0659,0.0,-0.0255,0.00731,0.05,-0.02989,0.02083,-0.04719,0.02179,0.05,-0.05766,0.0659,-0.14148,0.08875,0.05,-0.15887,0.07508,True,False,False,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,-,True,0.0147,0.017,0.5,1.0,1.2119,0.5,False,+,+,False,,,,,,-0.113,0.05502,0.05,-0.12635,0.05189,0.0,-0.04725,0.01656,0.127,-0.05412,0.02518,-0.113,0.05502,0.05,-0.12635,0.05189,-0.40341,0.26872,0.05,-0.42803,-0.0827,False,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,-,True,0.0122,0.0149,0.5,1.0,-2.6468,0.4167,False,+,+,False,,,,,,-0.14095,0.07295,0.05,-0.1555,0.03323,0.0,-0.05416,0.02113,0.144,-0.06133,0.02145,-0.14095,0.07295,0.05,-0.1555,0.03323,-0.38313,0.2387,0.05,-0.40811,-0.03503,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.018,0.0218,0.5417,1.0,-2.3344,0.5,False,+,+,False,,,,,,-0.01738,0.02007,0.05,-0.03476,0.18587,0.0,-0.04108,0.00886,0.05,-0.05028,0.05599,-0.01738,0.02007,0.05,-0.03476,0.18587,0.04529,0.04839,0.05,0.0129,0.43059,True,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801790,-0.006679,-,-,True,0.0281,0.0371,0.4583,0.9167,-3.8724,0.4583,False,+,-,True,,,,,,-0.18915,0.09594,0.05,-0.21049,0.06173,0.0,-0.06776,0.02137,0.077,-0.07852,0.04576,-0.18915,0.09594,0.05,-0.21049,0.06173,-0.53133,0.33048,0.05,-0.56851,-0.02777,True,True,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801780,-0.032675,-,+,False,0.0182,0.0264,0.375,0.9167,0.1927,0.3333,False,-,+,True,,,,,,-0.03249,0.01987,0.05,-0.04627,0.14564,0.0,-0.02428,0.0042,0.05,-0.03129,0.04974,-0.03249,0.01987,0.05,-0.04627,0.14564,-0.04777,0.0656,0.05,-0.0788,0.31165,True,False,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801750,-0.0005,-,-,True,0.0231,0.0271,0.2917,1.0,-5.2792,0.2917,False,-,-,False,,,,,,-0.21023,0.09727,0.05,-0.23552,0.1441,0.0,-0.08325,0.02397,0.05,-0.09754,0.06748,-0.21023,0.09727,0.05,-0.23552,0.1441,-0.46454,0.26936,0.05,-0.51824,0.22798,True,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801080,-0.036086,-,+,False,0.0144,0.0184,0.375,1.0,-5.186,0.375,False,+,+,False,,,,,,-0.08111,0.04085,0.05,-0.10542,0.2176,0.0,-0.05145,0.01033,0.05,-0.06386,0.07949,-0.08111,0.04085,0.05,-0.10542,0.2176,-0.12388,0.10825,0.05,-0.16987,0.45817,False,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801750,-0.026273,-,+,False,0.0121,0.0158,0.5,1.0,-4.1677,0.4583,False,-,+,True,,,,,,-0.09715,0.04485,0.05,-0.11785,0.16197,0.0,-0.04652,0.00989,0.05,-0.05709,0.06498,-0.09715,0.04485,0.05,-0.11785,0.16197,-0.17113,0.11115,0.05,-0.21093,0.3357,False,True,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801770,-0.023326,-,-,True,0.0147,0.0169,0.5,1.0,-0.6793,0.4583,False,-,-,False,,,,,,-0.22663,0.11028,0.05,-0.24974,0.0971,0.0,-0.0848,0.02866,0.0715,-0.09751,0.04928,-0.22663,0.11028,0.05,-0.24974,0.0971,-0.57841,0.34264,0.05,-0.62634,0.06682,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801080,0.001334,+,-,False,0.0153,0.0185,0.5417,1.0,1.3388,0.5417,False,+,-,True,,,,,,-0.17112,0.07865,0.05,-0.19629,0.16147,0.0,-0.0733,0.01925,0.0615,-0.08695,0.07068,-0.17112,0.07865,0.05,-0.19629,0.16147,-0.45797,0.25654,0.05,-0.50144,0.17957,False,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801880,-0.002362,-,-,True,0.0153,0.0189,0.4167,1.0,-3.3028,0.4167,False,+,-,True,,,,,,-0.13383,0.064,0.05,-0.14803,0.0759,0.0,-0.05498,0.01684,0.084,-0.06392,0.0394,-0.13383,0.064,0.05,-0.14803,0.0759,-0.3376,0.1972,0.05,-0.36924,0.06821,False,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801110,-0.023078,-,+,False,0.0111,0.0144,0.5833,1.0,3.4176,0.5417,False,+,,False,,,,,,-0.04415,0.02338,0.05,-0.06135,0.14214,0.0,-0.02836,0.00561,0.05,-0.03532,0.04505,-0.04415,0.02338,0.05,-0.06135,0.14214,-0.10236,0.07424,0.05,-0.12845,0.22027,True,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801890,0.009132,+,+,True,0.0127,0.0147,0.5,1.0,0.5778,0.4167,False,-,,False,,,,,,-0.06363,0.02979,0.05,-0.07548,0.09231,0.0,-0.02791,0.00608,0.05,-0.0341,0.03738,-0.06363,0.02979,0.05,-0.07548,0.09231,-0.12046,0.07524,0.05,-0.14582,0.18731,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801750,-0.005062,-,-,True,0.0177,0.02,0.4167,1.0,1.7873,0.4167,False,+,-,True,,,,,,-0.16084,0.07876,0.05,-0.18041,0.07704,0.0,-0.06152,0.01984,0.0815,-0.07111,0.03965,-0.16084,0.07876,0.05,-0.18041,0.07704,-0.49168,0.29644,0.05,-0.53124,0.02152,False,True,True,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801770,-0.010742,-,+,False,0.014,0.0167,0.4583,1.0,1.2192,0.375,False,+,,False,,,,,,-0.05469,0.03066,0.05,-0.0795,0.18907,0.0,-0.04327,0.00868,0.05,-0.05371,0.06692,-0.05469,0.03066,0.05,-0.0795,0.18907,-0.21497,0.13416,0.05,-0.25254,0.23289,True,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,-,False,0.0194,0.025,0.4583,1.0,-1.8285,0.4583,False,+,-,True,,,,,,-0.14667,0.06783,0.05,-0.16831,0.13068,0.0,-0.06211,0.01627,0.072,-0.0737,0.06017,-0.14667,0.06783,0.05,-0.16831,0.13068,-0.33183,0.1898,0.05,-0.37237,0.19617,True,True,True,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,+,False,0.0089,0.0117,0.5,0.9583,-1.5575,0.5,False,+,,False,,,,,,-0.03467,0.01843,0.05,-0.04608,0.10123,0.0,-0.02368,0.00479,0.05,-0.02934,0.03604,-0.03467,0.01843,0.05,-0.04608,0.10123,-0.06476,0.05253,0.05,-0.08532,0.18978,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,-,True,0.0121,0.0165,0.625,1.0,1.6508,0.625,False,+,-,True,,,,,,-0.14613,0.06782,0.05,-0.16738,0.12302,0.0,-0.06592,0.01916,0.0675,-0.07715,0.0525,-0.14613,0.06782,0.05,-0.16738,0.12302,-0.37714,0.21123,0.05,-0.41734,0.15347,True,True,True,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,+,False,0.017,0.0212,0.4167,1.0,-6.3364,0.375,False,+,+,False,,,,,,-0.02696,0.02369,0.05,-0.04503,0.23531,0.0,-0.03314,0.00534,0.05,-0.04372,0.07849,-0.02696,0.02369,0.05,-0.04503,0.23531,-0.07803,0.09177,0.05,-0.11861,0.43041,False,False,False,True
2020-11-05,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗,801150,-0.04837,-,-,True,0.0121,0.0144,0.5833,1.0,3.356,0.5417,False,+,-,True,,,,,,-0.12921,0.06022,0.05,-0.14758,0.10799,0.0,-0.05271,0.01364,0.0585,-0.06265,0.05217,-0.12921,0.06022,0.05,-0.14758,0.10799,-0.33102,0.18617,0.05,-0.36795,0.13934,False,False,True,True
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801760,-0.026394,-,+,False,0.0111,0.0146,0.375,1.0,-5.3266,0.2917,False,+,,False,,,,,,-0.07134,0.03449,0.05,-0.08865,0.14855,0.0,-0.03646,0.00688,0.05,-0.04588,0.06299,-0.07134,0.03449,0.05,-0.08865,0.14855,-0.16755,0.10706,0.05,-0.20264,0.26276,False,False,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801750,-0.033221,-,+,False,0.0093,0.0127,0.6667,1.0,0.9121,0.6667,False,+,-,True,,,,,,-0.09759,0.04469,0.05,-0.11597,0.15322,0.0,-0.04985,0.01134,0.05,-0.06045,0.06198,-0.09759,0.04469,0.05,-0.11597,0.15322,-0.26835,0.15785,0.05,-0.30626,0.18977,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801080,0.004487,+,-,False,0.0158,0.0195,0.375,0.9583,-4.7735,0.375,False,+,-,True,,,,,,-0.09783,0.04563,0.05,-0.11131,0.07967,0.0,-0.03892,0.0098,0.065,-0.04645,0.04051,-0.09783,0.04563,0.05,-0.11131,0.07967,-0.26518,0.15551,0.05,-0.29258,0.06924,True,True,False,False
