event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,+,False,0.0207,0.0243,0.4167,0.75,-4.141,0.4167,False,+,,False,,,-0.12735,0.0,0.05,-0.12735,0.18841,0.0,True,False,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,-,False,0.0295,0.0342,0.625,0.7917,2.3361,0.625,False,+,+,False,,,-0.11336,0.19641,0.05,-0.11336,0.14559,0.0,True,True,True,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0159,0.0214,0.4583,0.9167,-4.6674,0.4167,False,+,+,False,,,-0.18967,0.00622,0.05,-0.18967,0.26375,0.0,True,False,False,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,-,True,0.0269,0.0323,0.625,0.9583,1.9568,0.625,False,+,+,False,,,-0.19427,0.14402,0.05,-0.19427,0.27949,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0528,0.0548,0.625,1.0,-1.521,0.625,True,+,+,False,,,-0.17804,0.33803,0.05,-0.17804,0.19501,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,-,True,0.0236,0.0263,0.5,1.0,-1.89,0.5,False,+,+,False,,,-0.22792,0.12588,0.05,-0.22792,0.24352,0.0,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,-,True,0.0271,0.03,0.5417,1.0,-1.412,0.5417,False,-,+,True,,,-0.22125,0.19026,0.05,-0.22125,0.20901,0.0,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,-,True,0.0299,0.0322,0.625,1.0,-1.9477,0.625,False,+,+,False,,,-0.13308,0.17842,0.05,-0.13308,0.16683,0.0,True,True,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,-,True,0.0354,0.0386,0.4583,1.0,-2.0889,0.4583,False,+,+,False,,,-0.24093,0.21906,0.05,-0.24093,0.23841,0.0,True,False,False,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,-,True,0.041,0.0442,0.5417,1.0,-1.3464,0.5,True,-,+,True,,,-0.19793,0.29187,0.05,-0.19793,0.19006,0.0,True,False,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,-,True,0.0345,0.037,0.625,0.9583,-1.5892,0.625,False,+,+,False,,,-0.1675,0.21711,0.05,-0.1675,0.18192,0.0,True,True,True,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,-,True,0.0408,0.043,0.5,1.0,0.3033,0.5,False,+,+,False,,,-0.20132,0.24055,0.05,-0.20132,0.25506,0.0,True,False,True,True
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801180,-0.017715,-,-,True,0.0506,0.0527,0.5,1.0,1.4012,0.5,True,+,+,False,,,-0.1998,0.35118,0.05,-0.1998,0.22061,0.0,True,True,True,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,-,False,0.0359,0.0389,0.625,1.0,-0.2493,0.625,False,+,+,False,,,-0.18598,0.23595,0.05,-0.18598,0.20066,0.0,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,-,True,0.0301,0.0327,0.5417,1.0,2.1495,0.5417,False,+,+,False,,,-0.18971,0.1773,0.05,-0.18971,0.2412,0.0,False,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,-,True,0.028,0.0305,0.5,1.0,0.5716,0.4583,False,+,+,False,,,-0.20249,0.18917,0.05,-0.20249,0.23818,0.0,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.0483,0.0527,0.5833,1.0,0.6645,0.5833,True,+,+,False,,,-0.18418,0.0,0.05,-0.18418,0.29785,0.0,True,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801790,-0.006679,-,+,False,0.0329,0.0372,0.5417,0.8333,3.719,0.5417,False,+,+,False,,,-0.28717,0.0,0.05,-0.28717,0.2834,0.0,False,False,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801780,-0.032675,-,+,False,0.044,0.0474,0.4167,0.9167,0.8691,0.375,True,-,+,True,,,-0.23451,0.0,0.05,-0.23451,0.21308,0.0,True,False,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801750,-0.0005,-,+,False,0.0204,0.0253,0.625,1.0,3.6562,0.625,False,-,+,True,,,-0.38142,0.0,0.05,-0.38142,0.36977,0.0,False,True,True,True
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801080,-0.036086,-,+,False,0.029,0.0345,0.4583,1.0,-1.4675,0.4583,True,+,+,False,,,-0.30178,0.0,0.05,-0.30178,0.39705,0.0,False,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801750,-0.026273,-,+,False,0.0289,0.0343,0.5417,1.0,-1.6062,0.5417,False,+,+,False,,,-0.3267,0.0,0.05,-0.3267,0.36565,0.0,False,True,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801770,-0.023326,-,+,False,0.0247,0.0293,0.4583,1.0,-2.1548,0.4583,False,+,+,False,,,-0.40625,0.0,0.05,-0.40625,0.40771,0.0,False,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801080,0.001334,+,+,True,0.0423,0.0476,0.4583,1.0,-1.6019,0.4583,True,+,+,False,,,-0.35434,0.0,0.05,-0.35434,0.47848,0.0,True,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801880,-0.002362,-,-,True,0.0405,0.0437,0.4167,1.0,-3.3028,0.4167,False,+,-,True,,,-0.23991,0.23737,0.05,-0.23991,0.29155,0.0,False,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801110,-0.023078,-,-,True,0.0438,0.0462,0.5,1.0,0.8292,0.5,True,+,-,True,,,-0.24918,0.27937,0.05,-0.24918,0.32657,0.0,False,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801890,0.009132,+,-,False,0.0395,0.0431,0.4167,1.0,-1.3274,0.4167,True,+,-,True,,,-0.2116,0.25197,0.05,-0.2116,0.26008,0.0,False,False,False,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801750,-0.005062,-,-,True,0.043,0.0465,0.4167,1.0,1.7873,0.4167,False,+,-,True,,,-0.31916,0.25002,0.05,-0.31916,0.42176,0.0,False,True,True,False
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801770,-0.010742,-,-,True,0.0223,0.0261,0.4583,1.0,2.9632,0.4583,False,+,-,True,,,-0.31675,0.11353,0.05,-0.31675,0.37426,0.0,False,True,True,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,+,True,0.0348,0.0412,0.625,0.9583,2.7244,0.625,True,+,+,False,,,-0.21617,0.0,0.05,-0.21617,0.31449,0.0,False,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,+,False,0.0367,0.0394,0.375,1.0,-3.6698,0.375,True,+,+,False,,,-0.1665,0.0,0.05,-0.1665,0.20325,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,+,False,0.0287,0.0339,0.375,1.0,-1.9226,0.375,True,+,+,False,,,-0.24622,0.0,0.05,-0.24622,0.3262,0.0,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,+,False,0.042,0.0465,0.375,1.0,-4.3119,0.375,True,+,+,False,,,-0.30599,0.0,0.05,-0.30599,0.38893,0.0,False,False,False,True
2020-11-05,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗,801150,-0.04837,-,+,False,0.0433,0.0475,0.4583,1.0,-1.4588,0.4583,True,+,+,False,,,-0.3165,0.0,0.05,-0.3165,0.4198,0.0,True,True,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801760,-0.026394,-,+,False,0.0473,0.0512,0.375,1.0,-5.0964,0.375,True,+,+,False,,,-0.25525,0.0,0.05,-0.25525,0.30938,0.0,False,False,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801750,-0.033221,-,+,False,0.0435,0.0481,0.375,1.0,-5.953,0.375,True,+,+,False,,,-0.27637,0.0,0.05,-0.27637,0.34847,0.0,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801080,0.004487,+,+,True,0.0411,0.0466,0.6667,1.0,5.3326,0.6667,True,+,+,False,,,-0.28436,0.0,0.05,-0.28436,0.36693,0.0,False,False,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801880,0.010864,+,+,True,0.0367,0.0422,0.7083,1.0,3.4489,0.7083,True,+,+,False,,,-0.24356,0.0,0.05,-0.24356,0.32421,0.0,True,True,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801110,0.005345,+,+,True,0.0435,0.0478,0.5833,1.0,3.2248,0.5833,True,+,+,False,,,-0.26461,0.0,0.05,-0.26461,0.3248,0.0,False,False,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801890,0.002826,+,+,True,0.0387,0.0424,0.5417,1.0,3.9898,0.5417,True,+,+,False,,,-0.20149,0.0,0.05,-0.20149,0.27271,0.0,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801750,-0.056282,-,+,False,0.0343,0.0406,0.625,1.0,1.1985,0.625,True,+,+,False,,,-0.26328,0.0,0.05,-0.26328,0.29475,0.0,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801770,-0.051321,-,+,False,0.0435,0.0487,0.5,1.0,-0.1375,0.5,True,+,+,False,,,-0.25497,0.0,0.05,-0.25497,0.29612,0.0,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801790,-0.040732,-,+,False,0.0456,0.0481,0.375,0.9583,-2.1254,0.375,True,+,+,False,,,-0.24264,0.0,0.05,-0.24264,0.28992,0.0,True,True,True,True
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801780,-0.054139,-,-,True,0.0155,0.0186,0.4167,1.0,-5.2611,0.4167,False,+,-,True,,,-0.16054,0.0564,0.05,-0.16054,0.18724,0.0,False,True,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801750,-0.059735,-,-,True,0.0454,0.0499,0.4583,1.0,0.7518,0.4583,True,+,-,True,,,-0.22909,0.28137,0.05,-0.22909,0.25224,0.0,False,False,True,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801760,0.026054,+,+,True,0.0434,0.0456,0.5,1.0,-0.9376,0.5,False,+,+,False,,,-0.24602,0.0,0.05,-0.24602,0.2598,0.0,True,True,True,True
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801750,0.048968,+,+,True,0.0499,0.0519,0.4583,1.0,-0.8676,0.4583,True,+,+,False,,,-0.27943,0.0,0.05,-0.27943,0.25997,0.0,True,True,True,True
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801760,0.001891,+,+,True,0.0201,0.0227,0.5,1.0,0.6795,0.5,False,+,+,False,,,-0.22725,0.0,0.05,-0.22725,0.2359,0.0,False,False,True,True
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801750,0.025236,+,-,False,0.0379,0.0402,0.5417,1.0,-0.9094,0.5417,False,+,-,True,,,-0.23735,0.23969,0.05,-0.23735,0.26482,0.0,True,True,False,False
2021-06-23,第五批国家组织药品集中带量采购在上海开标（251个品种、148家企业中,801150,-0.00406,-,-,True,0.0238,0.0264,0.5,1.0,2.8796,0.4583,False,+,+,False,,,-0.28488,0.10953,0.05,-0.28488,0.30018,0.0,True,False,False,True
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801780,-0.014248,-,-,True,0.0479,0.0512,0.7083,1.0,2.0677,0.7083,True,-,+,True,,,-0.25784,0.34346,0.05,-0.25784,0.23769,0.0,True,True,True,True
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801790,0.004619,+,-,False,0.0435,0.0474,0.625,1.0,0.8287,0.5833,True,-,+,True,,,-0.23329,0.30062,0.05,-0.23329,0.21743,0.0,True,False,False,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801180,-0.019353,-,-,True,0.0282,0.0309,0.5833,0.9583,1.9555,0.5833,False,+,+,False,,,-0.19359,0.19343,0.05,-0.19359,0.20514,0.0,True,True,True,True
2021-07-26,教育双减政策：学科类培训机构不得上市融资,801760,-0.01686,-,+,False,0.0145,0.0179,0.375,0.5417,-2.5903,0.375,False,-,-,False,,,-0.0817,0.0,0.05,-0.0817,0.05858,0.0,False,False,False,False
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801790,0.018625,+,-,False,0.0504,0.0544,0.5833,0.9167,1.0856,0.5833,True,-,-,False,,,-0.16169,0.35285,0.05,-0.16169,0.13303,0.0,False,False,False,False
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801780,0.0032,+,-,False,0.0544,0.058,0.5417,0.9583,-1.3127,0.5417,True,+,-,True,,,-0.17838,0.37189,0.05,-0.17838,0.17859,0.0,False,False,False,False
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801750,0.002422,+,-,False,0.0516,0.0545,0.5,0.9583,-0.2114,0.5,True,+,-,True,,,-0.12644,0.34631,0.05,-0.12644,0.16201,0.0,True,False,False,False
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801760,0.019664,+,+,True,0.0108,0.014,0.4583,0.9167,-2.4479,0.4583,False,+,-,True,,,-0.13708,0.00371,0.05,-0.13708,0.13927,0.0,True,True,True,True
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801750,0.017407,+,+,True,0.0088,0.011,0.5833,0.9583,2.1013,0.5833,False,-,-,False,,,-0.10762,0.0,0.05,-0.10762,0.09688,0.0,True,True,True,True
2021-11-26,国家组织胰岛素专项集中带量采购产生拟中选结果（42个产品、11家企业中,801150,-0.01842,-,+,False,0.0221,0.0259,0.5417,1.0,-0.4512,0.5417,False,+,-,True,,,-0.13223,0.0,0.05,-0.13223,0.1764,0.0,False,True,False,True
2021-12-03,2021年国家医保药品目录谈判调整结果公布（新增74种药品，谈判新增药,801150,-0.025461,-,+,False,0.0458,0.0489,0.5833,0.9583,-0.3401,0.5833,True,+,-,True,,,-0.14521,0.0,0.05,-0.14521,0.15726,0.0,True,False,True,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801780,-0.022146,-,+,False,0.0512,0.0529,0.5,1.0,0.8588,0.5,True,-,-,False,,,-0.23793,0.0,0.05,-0.23793,0.19438,0.0,True,True,True,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801790,0.004962,+,+,True,0.0373,0.0388,0.5417,1.0,1.2986,0.5417,False,-,-,False,,,-0.13317,0.0,0.05,-0.13317,0.13469,0.0,True,True,True,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801180,-0.022505,-,+,False,0.0478,0.0512,0.5,0.9583,3.5438,0.4583,True,-,-,False,,,-0.18046,0.0,0.05,-0.18046,0.14218,0.0,True,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801780,-0.006363,-,-,True,0.0428,0.0445,0.5,1.0,-3.1358,0.4583,True,-,+,True,,,-0.18204,0.28594,0.05,-0.18204,0.15588,0.0,True,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801790,-0.007883,-,-,True,0.0204,0.0226,0.5,0.9167,1.047,0.5,False,+,+,False,,,-0.09304,0.13746,0.05,-0.09304,0.10325,0.0,True,True,True,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801780,0.029316,+,-,False,0.0117,0.0144,0.4167,0.6667,-3.4213,0.375,False,-,+,True,,,-0.08021,0.02542,0.05,-0.08021,0.06508,0.0,True,False,False,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801790,0.006263,+,-,False,0.0195,0.022,0.4583,0.7083,2.0426,0.4583,False,-,+,True,,,-0.09641,0.11555,0.05,-0.09641,0.09027,0.0,False,False,False,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801180,0.018132,+,-,False,0.0329,0.0377,0.4583,0.9583,0.5062,0.4583,True,-,+,True,,,-0.18862,0.23645,0.05,-0.18862,0.19114,0.0,False,False,False,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801780,0.029385,+,-,False,0.0337,0.0374,0.5833,0.875,-0.2151,0.5833,False,-,+,True,,,-0.0943,0.23351,0.05,-0.0943,0.09037,0.0,False,False,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801790,0.003165,+,-,False,0.0219,0.0254,0.5,0.7917,2.2644,0.5,False,-,+,True,,,-0.09219,0.15057,0.05,-0.09219,0.09246,0.0,False,False,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801180,-0.020592,-,-,True,0.0251,0.0294,0.5417,0.8333,2.0384,0.5417,False,-,+,True,,,-0.13642,0.19657,0.05,-0.13642,0.12272,0.0,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801710,-0.040695,-,-,True,0.0136,0.0175,0.4583,0.7917,-0.2236,0.4167,False,+,+,False,,,-0.11541,0.02166,0.05,-0.11541,0.12534,0.0,True,True,True,True
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801780,0.024658,+,-,False,0.0231,0.0264,0.625,0.9167,1.1378,0.5833,False,-,+,True,,,-0.08396,0.17202,0.05,-0.08396,0.07641,0.0,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801790,-0.001646,-,-,True,0.012,0.0158,0.5417,0.8333,3.8395,0.5417,False,-,+,True,,,-0.11158,0.04654,0.05,-0.11158,0.11204,0.0,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801180,0.004332,+,-,False,0.0393,0.0424,0.4583,0.9583,1.1124,0.4583,False,-,+,True,,,-0.17581,0.28285,0.05,-0.17581,0.15583,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801780,0.025073,+,-,False,0.0273,0.0308,0.6667,0.9583,3.5534,0.6667,False,-,+,True,,,-0.19237,0.20687,0.05,-0.19237,0.16446,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801790,0.004824,+,-,False,0.0205,0.0242,0.5,0.9167,3.217,0.5,False,-,+,True,,,-0.19191,0.12343,0.05,-0.19191,0.16361,0.0,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801180,-0.011641,-,-,True,0.0364,0.044,0.5417,1.0,2.3734,0.5417,False,-,+,True,,,-0.37707,0.26725,0.05,-0.37707,0.3671,0.0,False,False,True,True
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801780,-0.032975,-,+,False,0.0426,0.0465,0.3333,1.0,-3.8739,0.3333,True,-,+,True,,,-0.23389,0.0,0.05,-0.23389,0.22896,0.0,False,False,False,False
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801790,-0.045323,-,+,False,0.0132,0.0178,0.5833,0.9583,3.4596,0.5833,False,-,+,True,,,-0.21793,0.00551,0.05,-0.21793,0.18367,0.0,False,False,False,False
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801180,-0.038942,-,-,True,0.0491,0.0566,0.5833,1.0,1.957,0.5833,True,-,+,True,,,-0.53329,0.38227,0.05,-0.53329,0.51275,0.0,True,True,True,True
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801180,-0.046473,-,-,True,0.0377,0.0406,0.5833,1.0,1.9315,0.5833,True,-,+,True,,,-0.38423,0.29106,0.05,-0.38423,0.34782,0.0,True,True,True,True
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801710,-0.003947,-,-,True,0.0118,0.0151,0.5417,1.0,-2.184,0.5417,False,+,+,False,,,-0.28139,0.03685,0.05,-0.28139,0.28156,0.0,False,True,False,False
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801780,-0.008638,-,-,True,0.0204,0.0227,0.5,1.0,-0.508,0.5,False,-,+,True,,,-0.16063,0.14226,0.05,-0.16063,0.12473,0.0,True,True,True,True
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801790,-0.006747,-,-,True,0.0124,0.0151,0.6667,1.0,2.6788,0.625,False,+,+,False,,,-0.31818,0.07855,0.05,-0.31818,0.3039,0.0,True,False,True,False
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801180,0.039362,+,-,False,0.0569,0.0608,0.5,1.0,-2.7121,0.5,True,-,+,True,,,-0.46303,0.38225,0.05,-0.46303,0.4217,0.0,True,False,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801780,0.005133,+,-,False,0.0247,0.0262,0.5,1.0,-1.1348,0.5,False,+,+,False,,,-0.10926,0.13239,0.05,-0.10926,0.16488,0.0,True,True,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801790,0.017386,+,-,False,0.0244,0.0261,0.625,1.0,2.3599,0.625,False,+,+,False,,,-0.19702,0.14577,0.05,-0.19702,0.22128,0.0,True,True,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801180,-0.013031,-,-,True,0.0427,0.0453,0.5417,1.0,-0.3124,0.5417,False,-,+,True,,,-0.30539,0.26981,0.05,-0.30539,0.28025,0.0,False,True,True,True
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801710,-0.02968,-,-,True,0.0312,0.0345,0.6667,0.9583,5.6572,0.6667,False,-,+,True,,,-0.19307,0.25701,0.05,-0.19307,0.12923,0.0,False,True,True,True
2022-09-05,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月,801780,0.003115,+,+,True,0.0346,0.0363,0.5417,1.0,-2.1814,0.5417,False,-,+,True,,,-0.12834,0.0,0.05,-0.12834,0.08646,0.0,True,False,True,True
