event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,event_VaR_T1,expected_MDD_T1,tail_prob_T1,risk_lo_T1,risk_hi_T1,event_VaR_T5,expected_MDD_T5,tail_prob_T5,risk_lo_T5,risk_hi_T5,event_VaR_T20,expected_MDD_T20,tail_prob_T20,risk_lo_T20,risk_hi_T20,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801790,0.0052,+,-,False,0.0263,0.0324,0.625,0.7083,2.8001,0.625,False,+,+,False,,,,,,-0.18865,0.12626,0.354,-0.19957,-0.0515,0.0,-0.0621,0.03415,0.4945,-0.06784,-0.00155,-0.18865,0.12626,0.354,-0.19957,-0.0515,-0.60484,0.48093,0.05,-0.6256,-0.33567,False,False,False,False
2020-02-20,LPR下调：1年期降至4.05%(-10bp)，5年期降至4.75%(,801180,-0.008532,-,-,True,0.033,0.0406,0.5833,0.875,2.7974,0.5833,False,+,+,False,,,,,,-0.28548,0.22022,0.5,-0.29612,-0.14546,0.0,-0.0806,0.05256,0.5,-0.08633,-0.02014,-0.28548,0.22022,0.5,-0.29612,-0.14546,-0.88476,0.75224,0.5,-0.90093,-0.60225,False,True,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801780,0.006871,+,+,True,0.0139,0.0176,0.4167,0.75,-4.6578,0.375,False,+,,False,,,,,,-0.02442,0.01363,0.05,-0.03175,0.07343,0.0,-0.02196,0.00584,0.05,-0.02601,0.02072,-0.02442,0.01363,0.05,-0.03175,0.07343,-0.10279,0.07125,0.05,-0.118,0.08915,True,False,False,True
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801790,-0.008571,-,+,False,0.0156,0.0217,0.5417,0.9167,-0.2523,0.5417,False,+,+,False,,,,,,-0.06441,0.03146,0.05,-0.07769,0.11725,0.0,-0.04729,0.01398,0.05,-0.05523,0.0364,-0.06441,0.03146,0.05,-0.07769,0.11725,-0.21827,0.12872,0.05,-0.24417,0.13806,True,False,False,False
2020-03-13,央行宣布定向降准：对达到普惠金融考核标准的银行下调存款准备金率0.5-,801180,-0.008969,-,-,True,0.0309,0.0362,0.625,1.0,1.9568,0.625,False,+,+,False,,,,,,-0.2994,0.2111,0.4515,-0.31368,-0.10796,0.0,-0.09038,0.05156,0.5,-0.09833,-0.00645,-0.2994,0.2111,0.4515,-0.31368,-0.10796,-0.8867,0.71206,0.05,-0.91493,-0.50923,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801780,-0.027682,-,-,True,0.0093,0.0128,0.6667,0.9583,-0.3071,0.625,False,+,+,False,,,,,,-0.09502,0.04546,0.05,-0.10446,0.04237,0.0,-0.03434,0.01324,0.106,-0.03894,0.01412,-0.09502,0.04546,0.05,-0.10446,0.04237,-0.25139,0.16125,0.05,-0.27179,-0.01472,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801790,-0.018241,-,-,True,0.0105,0.0143,0.5833,0.9583,1.2431,0.5833,False,+,+,False,,,,,,-0.08156,0.03875,0.05,-0.09428,0.08228,0.0,-0.03893,0.01115,0.05,-0.04564,0.03187,-0.08156,0.03875,0.05,-0.09428,0.08228,-0.25354,0.15113,0.05,-0.27751,0.0621,True,True,True,True
2020-03-30,央行开展500亿元7天逆回购操作，中标利率下调20个基点至2.2%,801180,-0.01619,-,-,True,0.0095,0.0119,0.5417,1.0,-2.0926,0.5,False,-,,False,,,,,,-0.09019,0.04192,0.05,-0.10267,0.07595,0.0,-0.04333,0.01376,0.05,-0.05017,0.02886,-0.09019,0.04192,0.05,-0.10267,0.07595,-0.15714,0.09204,0.05,-0.18309,0.181,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801780,-0.013809,-,-,True,0.0498,0.0523,0.625,1.0,-1.9477,0.625,True,+,+,False,,,,,,-0.39349,0.33331,0.5,-0.40333,-0.2653,0.0,-0.10304,0.07651,0.5,-0.10846,-0.04583,-0.39349,0.33331,0.5,-0.40333,-0.2653,-1.15783,0.99117,0.5,-1.17527,-0.92142,True,True,True,False
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801790,-0.011272,-,+,False,0.0117,0.0144,0.5,1.0,-5.3229,0.375,False,+,,False,,,,,,-0.05593,0.02739,0.05,-0.07227,0.11593,0.0,-0.04472,0.01199,0.05,-0.05289,0.04151,-0.05593,0.02739,0.05,-0.07227,0.11593,-0.19063,0.11559,0.05,-0.21569,0.11099,True,True,True,True
2020-04-03,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施,801180,-0.004635,-,-,True,0.0131,0.0151,0.5417,1.0,-3.5401,0.5,False,+,+,False,,,,,,-0.14384,0.07891,0.05,-0.15622,0.01214,0.0,-0.0597,0.02742,0.143,-0.06646,0.01165,-0.14384,0.07891,0.05,-0.15622,0.01214,-0.37621,0.24181,0.05,-0.40134,-0.05157,True,False,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801780,-0.011559,-,-,True,0.0146,0.0187,0.5417,0.9583,-2.9421,0.5417,False,+,+,False,,,,,,-0.13746,0.07695,0.05,-0.14895,0.00655,0.0,-0.04972,0.02153,0.2335,-0.05569,0.01328,-0.13746,0.07695,0.05,-0.14895,0.00655,-0.4326,0.30594,0.05,-0.45429,-0.14533,True,True,True,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801790,-0.004653,-,+,False,0.0109,0.0137,0.4583,1.0,-2.6489,0.4583,False,+,,False,,,,,,-0.03726,0.02093,0.05,-0.05069,0.13138,0.0,-0.02421,0.00431,0.05,-0.03095,0.04686,-0.03726,0.02093,0.05,-0.05069,0.13138,-0.17613,0.11409,0.05,-0.20174,0.14078,False,True,False,False
2020-04-15,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.,801180,-0.017715,-,-,True,0.0115,0.0147,0.5,1.0,1.4012,0.5,False,+,+,False,,,,,,-0.15707,0.08552,0.05,-0.17168,0.01884,0.0,-0.05773,0.02037,0.127,-0.06607,0.03028,-0.15707,0.08552,0.05,-0.17168,0.01884,-0.40445,0.26664,0.05,-0.43014,-0.07147,True,True,True,True
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801780,0.007995,+,-,False,0.0079,0.0109,0.5,0.9167,-5.4811,0.4167,False,+,,False,,,,,,-0.05471,0.0254,0.05,-0.06529,0.06198,0.0,-0.02534,0.00701,0.05,-0.02984,0.02215,-0.05471,0.0254,0.05,-0.06529,0.06198,-0.14477,0.08958,0.05,-0.16094,0.0705,True,False,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801790,-0.022017,-,-,True,0.0144,0.0167,0.5,1.0,0.6822,0.5,False,+,+,False,,,,,,-0.12986,0.06459,0.05,-0.14398,0.04879,0.0,-0.04515,0.01388,0.117,-0.05248,0.03214,-0.12986,0.06459,0.05,-0.14398,0.04879,-0.435,0.28694,0.05,-0.46374,-0.08257,False,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801180,-0.007232,-,-,True,0.0127,0.0157,0.4167,1.0,-3.4179,0.3333,False,+,+,False,,,,,,-0.12661,0.06492,0.05,-0.13931,0.03815,0.0,-0.05442,0.02265,0.142,-0.06121,0.01719,-0.12661,0.06492,0.05,-0.13931,0.03815,-0.36605,0.23468,0.05,-0.39386,-0.04342,True,True,True,False
2020-04-20,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(,801710,0.019768,+,+,True,0.0194,0.023,0.5417,1.0,-2.3344,0.5,False,+,+,False,,,,,,0.01043,0.01484,0.05,-0.00722,0.21641,0.0,-0.03889,0.00745,0.05,-0.04877,0.06533,0.01043,0.01484,0.05,-0.00722,0.21641,0.08821,0.04289,0.05,0.05396,0.47094,True,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801790,-0.006679,-,-,True,0.0269,0.0361,0.4583,0.9583,-3.8724,0.4583,False,+,-,True,,,,,,-0.18508,0.08974,0.05,-0.20847,0.09403,0.0,-0.06793,0.01979,0.0725,-0.07948,0.05385,-0.18508,0.08974,0.05,-0.20847,0.09403,-0.49696,0.29815,0.05,-0.53948,0.0506,True,True,False,False
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801780,-0.032675,-,-,True,0.0152,0.0257,0.4167,0.9167,-4.7367,0.4167,False,+,,False,,,,,,-0.0744,0.03405,0.05,-0.08643,0.07578,0.0,-0.03577,0.00967,0.05,-0.04226,0.03271,-0.0744,0.03405,0.05,-0.08643,0.07578,-0.19733,0.11824,0.05,-0.22069,0.10463,False,True,True,True
2020-06-12,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行,801750,-0.0005,-,-,True,0.018,0.0237,0.5,1.0,-2.7329,0.5,False,-,,False,,,,,,-0.14885,0.06795,0.05,-0.17279,0.16724,0.0,-0.06771,0.01739,0.05,-0.08056,0.06792,-0.14885,0.06795,0.05,-0.17279,0.16724,-0.29594,0.17022,0.05,-0.34642,0.30717,True,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801080,-0.036086,-,+,False,0.0151,0.0199,0.4583,1.0,-1.4675,0.4583,False,-,+,True,,,,,,-0.05781,0.03223,0.05,-0.07816,0.217,0.0,-0.03973,0.00703,0.05,-0.05086,0.07774,-0.05781,0.03223,0.05,-0.07816,0.217,0.0019,0.07139,0.05,-0.03941,0.55014,False,False,False,False
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801750,-0.026273,-,-,True,0.0164,0.0189,0.4583,1.0,1.3099,0.4583,False,-,-,False,,,,,,-0.23502,0.11711,0.05,-0.26017,0.08644,0.0,-0.08328,0.02696,0.062,-0.09622,0.05325,-0.23502,0.11711,0.05,-0.26017,0.08644,-0.54313,0.3211,0.05,-0.59368,0.08073,True,False,True,True
2020-08-04,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国,801770,-0.023326,-,-,True,0.0122,0.0149,0.5,1.0,-0.6091,0.4167,False,-,,False,,,,,,-0.13016,0.06047,0.05,-0.14836,0.11984,0.0,-0.05661,0.01544,0.05,-0.0668,0.05088,-0.13016,0.06047,0.05,-0.14836,0.11984,-0.40567,0.23471,0.05,-0.44613,0.12194,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801080,0.001334,+,-,False,0.0157,0.0188,0.5,1.0,0.6138,0.5,False,+,-,True,,,,,,-0.17301,0.07899,0.05,-0.20284,0.16604,0.0,-0.07821,0.01993,0.0755,-0.09317,0.07962,-0.17301,0.07899,0.05,-0.20284,0.16604,-0.47429,0.26806,0.05,-0.52473,0.16667,False,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801880,-0.002362,-,+,False,0.0156,0.0195,0.5833,1.0,2.6901,0.5833,False,+,+,False,,,,,,0.0193,0.01006,0.05,0.0049,0.20676,0.0,-0.01495,0.00204,0.05,-0.0215,0.05409,0.0193,0.01006,0.05,0.0049,0.20676,0.07945,0.0383,0.05,0.05011,0.42346,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801110,-0.023078,-,-,True,0.0127,0.0153,0.4583,1.0,-0.4438,0.4583,False,+,-,True,,,,,,-0.14443,0.06911,0.05,-0.16741,0.087,0.0,-0.07494,0.0234,0.059,-0.08694,0.05167,-0.14443,0.06911,0.05,-0.16741,0.087,-0.34649,0.20233,0.05,-0.38007,0.07179,False,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801890,0.009132,+,+,True,0.0138,0.0184,0.625,1.0,3.8963,0.625,False,+,+,False,,,,,,0.02173,0.00895,0.05,0.00706,0.19552,0.0,-0.01438,0.00186,0.05,-0.02172,0.06307,0.02173,0.00895,0.05,0.00706,0.19552,0.06971,0.04198,0.05,0.03902,0.42692,True,True,True,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801750,-0.005062,-,+,False,0.0146,0.0195,0.5833,1.0,0.0295,0.5833,False,+,+,False,,,,,,-0.03852,0.02648,0.05,-0.06052,0.22118,0.0,-0.03597,0.00597,0.05,-0.04696,0.07999,-0.03852,0.02648,0.05,-0.06052,0.22118,-0.08517,0.08768,0.05,-0.12291,0.41015,True,False,False,True
2020-08-17,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家,801770,-0.010742,-,+,False,0.0141,0.017,0.4167,1.0,2.5117,0.4167,False,+,,False,,,,,,-0.10093,0.04598,0.05,-0.11996,0.13221,0.0,-0.05029,0.01218,0.05,-0.06036,0.056,-0.10093,0.04598,0.05,-0.11996,0.13221,-0.31382,0.1815,0.05,-0.35215,0.15908,True,False,False,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801730,0.009221,+,-,False,0.0207,0.0267,0.4167,0.9583,-2.6413,0.4167,False,+,-,True,,,,,,-0.1511,0.07163,0.05,-0.17102,0.09745,0.0,-0.05984,0.01694,0.082,-0.07027,0.05013,-0.1511,0.07163,0.05,-0.17102,0.09745,-0.39683,0.2357,0.05,-0.43706,0.09185,True,True,True,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801160,-0.02192,-,-,True,0.0092,0.012,0.625,1.0,3.2625,0.625,False,+,-,True,,,,,,-0.10788,0.05321,0.05,-0.11934,0.04488,0.0,-0.03979,0.01296,0.1385,-0.04594,0.0251,-0.10788,0.05321,0.05,-0.11934,0.04488,-0.29236,0.18336,0.05,-0.314,-0.00777,True,True,True,True
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801050,-0.044047,-,+,False,0.0131,0.0175,0.375,1.0,-3.177,0.375,False,+,+,False,,,,,,-0.05298,0.0281,0.05,-0.0705,0.1604,0.0,-0.0355,0.00688,0.05,-0.0444,0.05845,-0.05298,0.0281,0.05,-0.0705,0.1604,-0.11664,0.08872,0.05,-0.14817,0.3105,False,False,False,False
2020-09-22,双碳目标宣布：2030年碳达峰、2060年碳中和,801770,-0.026561,-,-,True,0.0106,0.0144,0.5417,1.0,1.5375,0.5417,False,-,,False,,,,,,-0.09195,0.04285,0.05,-0.10687,0.09569,0.0,-0.04289,0.01141,0.05,-0.05079,0.04043,-0.09195,0.04285,0.05,-0.10687,0.09569,-0.26705,0.15441,0.05,-0.29619,0.1174,True,True,True,False
2020-11-05,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗,801150,-0.04837,-,+,False,0.0114,0.0147,0.5,1.0,2.1919,0.5,False,+,,False,,,,,,-0.06262,0.0323,0.05,-0.08157,0.18103,0.0,-0.0412,0.00813,0.05,-0.05133,0.06569,-0.06262,0.0323,0.05,-0.08157,0.18103,-0.16767,0.1123,0.05,-0.2016,0.27914,True,True,False,False
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801760,-0.026394,-,-,True,0.0108,0.0134,0.625,1.0,3.5186,0.5833,False,+,-,True,,,,,,-0.13475,0.06386,0.05,-0.15257,0.09436,0.0,-0.05229,0.01367,0.067,-0.06206,0.05078,-0.13475,0.06386,0.05,-0.15257,0.09436,-0.33315,0.18596,0.05,-0.36634,0.1222,True,True,True,True
2020-11-10,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求,801750,-0.033221,-,+,False,0.014,0.018,0.3333,1.0,-7.6014,0.3333,False,+,+,False,,,,,,-0.03731,0.02621,0.05,-0.05735,0.22969,0.0,-0.0364,0.00609,0.05,-0.04739,0.07959,-0.03731,0.02621,0.05,-0.05735,0.22969,-0.04951,0.07619,0.05,-0.08512,0.43072,False,False,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801080,0.004487,+,-,False,0.0149,0.0183,0.3333,1.0,-5.6448,0.3333,False,+,-,True,,,,,,-0.10396,0.04822,0.05,-0.12013,0.08443,0.0,-0.04216,0.01129,0.052,-0.04988,0.03921,-0.10396,0.04822,0.05,-0.12013,0.08443,-0.25781,0.14435,0.05,-0.28645,0.12142,True,True,False,False
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801880,0.010864,+,+,True,0.0148,0.0181,0.625,1.0,1.3503,0.5833,False,+,,False,,,,,,-0.0614,0.0296,0.05,-0.07514,0.11927,0.0,-0.03284,0.00739,0.05,-0.0399,0.04161,-0.0614,0.0296,0.05,-0.07514,0.11927,-0.07798,0.06683,0.05,-0.10677,0.27661,True,True,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801110,0.005345,+,+,True,0.0131,0.0164,0.4583,1.0,-2.9186,0.4167,False,+,,False,,,,,,-0.06115,0.02959,0.05,-0.07596,0.12864,0.0,-0.03379,0.00686,0.05,-0.04185,0.05122,-0.06115,0.02959,0.05,-0.07596,0.12864,-0.12543,0.08432,0.05,-0.15594,0.24711,False,False,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801890,0.002826,+,+,True,0.0128,0.0149,0.5,0.9583,-1.0844,0.5,False,+,,False,,,,,,-0.02692,0.01708,0.05,-0.03973,0.12769,0.0,-0.02272,0.00398,0.05,-0.02917,0.0454,-0.02692,0.01708,0.05,-0.03973,0.12769,-0.06065,0.05644,0.05,-0.08183,0.22411,False,False,False,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801750,-0.056282,-,-,True,0.0163,0.0199,0.375,1.0,-1.4664,0.375,False,+,-,True,,,,,,-0.10992,0.05108,0.05,-0.1241,0.08323,0.0,-0.04438,0.01296,0.083,-0.05191,0.03499,-0.10992,0.05108,0.05,-0.1241,0.08323,-0.29531,0.17628,0.05,-0.3226,0.05382,True,True,True,True
2020-12-18,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实,801770,-0.051321,-,+,False,0.0142,0.0184,0.25,0.9583,-7.1151,0.25,False,+,,False,,,,,,-0.05719,0.0278,0.05,-0.07163,0.12476,0.0,-0.03277,0.00692,0.05,-0.04027,0.04635,-0.05719,0.0278,0.05,-0.07163,0.12476,-0.14431,0.09131,0.05,-0.1708,0.19411,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801790,-0.040732,-,-,True,0.0128,0.0193,0.625,0.9583,1.8548,0.625,False,+,-,True,,,,,,-0.12969,0.06069,0.05,-0.15127,0.10714,0.0,-0.05632,0.01475,0.077,-0.06682,0.05452,-0.12969,0.06069,0.05,-0.15127,0.10714,-0.3547,0.20993,0.05,-0.39076,0.0785,False,False,False,False
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801780,-0.054139,-,+,False,0.0125,0.0149,0.5833,0.9583,0.4538,0.5,False,+,,False,,,,,,-0.04623,0.02164,0.05,-0.05637,0.08453,0.0,-0.02629,0.00615,0.05,-0.03172,0.03109,-0.04623,0.02164,0.05,-0.05637,0.08453,-0.1085,0.07213,0.05,-0.12934,0.14544,True,False,True,True
2020-12-31,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,801750,-0.059735,-,+,False,0.0144,0.0172,0.5417,1.0,1.9218,0.5417,False,+,,False,,,,,,-0.06768,0.03136,0.05,-0.08103,0.1091,0.0,-0.0346,0.00799,0.05,-0.04185,0.04191,-0.06768,0.03136,0.05,-0.08103,0.1091,-0.22859,0.13658,0.05,-0.25466,0.11061,True,True,False,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801760,0.026054,+,-,False,0.0136,0.017,0.5,1.0,0.6073,0.5,False,+,-,True,,,,,,-0.12349,0.06367,0.05,-0.13686,0.03195,0.0,-0.04185,0.01401,0.1155,-0.04817,0.02487,-0.12349,0.06367,0.05,-0.13686,0.03195,-0.35831,0.23731,0.05,-0.38159,-0.05375,False,False,False,False
2021-02-07,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,801750,0.048968,+,-,False,0.0157,0.0185,0.5417,1.0,0.5641,0.5417,False,+,-,True,,,,,,-0.12574,0.06309,0.05,-0.13787,0.04041,0.0,-0.04677,0.01568,0.11,-0.05382,0.02767,-0.12574,0.06309,0.05,-0.13787,0.04041,-0.42715,0.28871,0.05,-0.44942,-0.09795,False,False,False,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801760,0.001891,+,-,False,0.027,0.0292,0.5,1.0,-1.1852,0.5,False,+,-,True,,,,,,-0.26304,0.17874,0.1945,-0.27758,-0.0776,0.0,-0.07743,0.03973,0.3985,-0.08521,0.00468,-0.26304,0.17874,0.1945,-0.27758,-0.0776,-0.72132,0.55802,0.05,-0.74764,-0.35947,True,True,False,False
2021-04-10,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元,801750,0.025236,+,+,True,0.0091,0.0111,0.5833,1.0,4.6793,0.5833,False,+,,False,,,,,,-0.06925,0.03179,0.05,-0.08175,0.09278,0.0,-0.03534,0.00868,0.05,-0.04233,0.03844,-0.06925,0.03179,0.05,-0.08175,0.09278,-0.16416,0.0964,0.05,-0.19076,0.14423,True,False,True,False
2021-06-23,第五批国家组织药品集中带量采购在上海开标（251个品种、148家企业中,801150,-0.00406,-,+,False,0.0162,0.0203,0.3333,1.0,-4.8692,0.3333,False,+,,False,,,,,,-0.07035,0.03282,0.05,-0.08594,0.11964,0.0,-0.04024,0.00958,0.05,-0.04843,0.0462,-0.07035,0.03282,0.05,-0.08594,0.11964,-0.17583,0.10505,0.05,-0.20253,0.19777,False,True,True,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801780,-0.014248,-,-,True,0.012,0.0155,0.4167,0.9583,-3.2808,0.4167,False,-,,False,,,,,,-0.06947,0.03188,0.05,-0.08021,0.0654,0.0,-0.03311,0.00973,0.05,-0.0387,0.02582,-0.06947,0.03188,0.05,-0.08021,0.0654,-0.15235,0.09162,0.05,-0.17466,0.12227,True,True,True,True
